manufacturer,product type,flash memory installed,diagonal size,battery,supported digital audio standards,estimated battery life
73,2,16.0,1.5,75,86,25.0
43,2,2.0,1.0,76,122,10.0
81,9,0.0,0.0,79,144,0.0
81,2,16.0,2.4,118,107,50.0
81,2,8.0,2.4,118,107,50.0
45,9,0.0,0.0,99,144,0.0
94,4,0.0,1.7,63,40,15.0
73,2,8.0,2.0,75,86,0.0
73,2,16.0,2.0,75,72,30.0
109,2,16.0,4.3,74,94,50.0
88,4,2.0,0.0,64,73,12.0
88,4,2.0,0.0,64,73,12.0
81,2,8.0,3.0,74,140,30.0
81,2,16.0,3.0,74,140,30.0
81,2,32.0,3.0,74,140,30.0
81,2,32.0,3.0,74,134,30.0
81,2,8.0,3.0,74,140,30.0
81,2,16.0,3.0,74,140,30.0
82,2,0.0,1.5,119,144,0.0
85,9,0.0,0.0,79,144,0.0
85,9,0.0,0.0,79,144,0.0
85,9,0.0,0.0,79,144,0.0
107,4,0.0,0.0,2,111,0.0
5,4,4.0,0.0,75,38,10.0
5,4,4.0,0.0,75,38,10.0
5,4,2.0,0.0,75,38,10.0
5,4,2.0,0.0,75,38,10.0
5,4,2.0,0.0,75,38,10.0
5,4,4.0,0.0,75,38,10.0
5,4,2.0,0.0,75,38,10.0
5,4,4.0,0.0,75,38,10.0
5,4,4.0,0.0,75,38,10.0
5,4,2.0,0.0,75,38,10.0
5,4,4.0,0.0,75,38,10.0
20,9,0.0,0.0,79,144,0.0
20,9,0.0,0.0,79,144,0.0
20,9,0.0,0.0,79,144,0.0
104,9,0.0,0.0,79,144,0.0
73,2,2.0,1.46,27,161,27.0
73,2,4.0,1.46,27,161,27.0
73,2,8.0,1.46,27,161,27.0
20,9,0.0,0.0,94,144,0.0
20,9,0.0,0.0,90,144,0.0
20,9,0.0,0.0,90,144,0.0
20,9,0.0,0.0,90,144,0.0
98,2,8.0,2.0,65,110,0.0
20,9,0.0,0.0,54,144,0.0
20,9,0.0,0.0,91,144,0.0
20,9,0.0,0.0,91,144,0.0
20,9,0.0,0.0,91,144,0.0
20,9,0.0,0.0,54,144,0.0
13,5,2.0,0.0,77,144,0.0
82,4,0.0,0.0,7,86,15.0
82,4,0.0,0.0,35,86,15.0
82,4,0.0,0.0,35,86,15.0
82,4,0.0,0.0,35,86,15.0
82,4,0.0,0.0,35,86,15.0
88,2,4.0,2.0,64,89,45.0
88,2,4.0,2.0,64,89,45.0
88,2,8.0,2.0,64,89,45.0
5,4,0.0,2.5,64,14,36.0
5,4,0.0,2.5,64,14,36.0
109,2,8.0,3.3,76,93,25.0
109,9,0.0,0.0,79,144,0.0
88,2,2.0,0.0,64,86,16.0
6,9,0.0,0.0,54,144,0.0
6,9,0.0,0.0,54,144,0.0
6,9,0.0,0.0,54,144,0.0
67,2,0.0,3.2,64,187,30.0
86,9,0.0,0.0,79,144,0.0
86,9,0.0,0.0,79,144,0.0
81,2,4.0,1.8,74,86,25.0
81,2,4.0,1.8,74,86,25.0
81,2,4.0,1.8,74,86,25.0
81,2,4.0,1.8,74,86,25.0
81,2,4.0,1.8,74,86,25.0
5,4,16.0,3.5,64,14,36.0
5,4,8.0,3.5,64,14,36.0
5,4,32.0,3.5,64,14,36.0
5,4,8.0,2.0,64,14,24.0
5,4,16.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,16.0,2.0,64,14,24.0
5,4,16.0,2.0,64,14,24.0
5,4,16.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,16.0,2.0,64,14,24.0
5,4,16.0,2.0,64,14,24.0
5,4,16.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,16.0,2.0,64,14,24.0
5,4,16.0,2.0,64,14,24.0
21,2,8.0,2.5,17,164,0.0
21,2,2.0,1.8,17,151,32.0
21,2,2.0,1.8,17,163,32.0
21,2,4.0,1.8,17,151,32.0
21,2,8.0,1.8,17,151,32.0
21,2,4.0,1.8,17,151,32.0
21,2,4.0,1.8,17,163,32.0
107,4,2.0,0.0,5,117,0.0
73,2,4.0,2.8,23,162,0.0
73,2,8.0,2.8,23,162,0.0
73,2,2.0,0.0,18,161,0.0
109,2,4.0,2.0,76,98,12.0
109,2,8.0,2.0,76,98,12.0
109,2,4.0,2.0,76,98,12.0
109,2,8.0,2.0,76,98,12.0
109,2,4.0,2.0,76,98,12.0
109,2,8.0,2.0,76,98,12.0
94,6,0.0,0.0,79,31,18.0
81,4,1.0,0.0,75,109,13.0
81,4,1.0,0.0,75,109,13.0
81,4,1.0,0.0,75,109,13.0
81,4,1.0,0.0,75,109,13.0
81,4,1.0,0.0,75,109,13.0
73,2,8.0,3.5,23,161,0.0
88,4,2.0,0.0,64,30,5.0
88,4,2.0,0.0,64,30,5.0
109,4,1.0,0.0,74,61,9.0
109,4,1.0,0.0,74,61,9.0
109,4,1.0,0.0,74,61,9.0
109,4,1.0,0.0,74,61,9.0
109,2,8.0,2.4,23,138,17.0
109,2,8.0,2.4,23,138,17.0
109,2,4.0,2.4,23,138,17.0
109,2,8.0,2.4,23,138,17.0
109,2,4.0,2.4,23,138,17.0
109,2,8.0,2.4,23,138,17.0
109,2,8.0,2.4,23,138,17.0
109,2,4.0,2.4,23,138,17.0
109,2,4.0,2.4,23,138,17.0
109,2,4.0,2.4,23,138,17.0
88,2,4.0,1.8,118,148,36.0
88,4,8.0,2.4,118,75,36.0
88,4,8.0,2.4,118,75,36.0
88,4,8.0,2.4,118,75,36.0
88,4,8.0,2.4,118,75,36.0
58,9,0.0,0.0,56,144,0.0
58,9,0.0,0.0,56,144,0.0
58,9,0.0,0.0,56,144,0.0
82,2,8.0,1.9,119,25,24.0
82,2,2.0,1.9,119,182,24.0
82,2,4.0,1.9,119,147,24.0
82,2,4.0,1.9,119,22,24.0
82,2,4.0,1.9,119,17,24.0
82,2,8.0,1.9,119,105,24.0
82,2,4.0,1.9,119,19,24.0
81,2,4.0,1.8,75,72,25.0
81,2,2.0,1.8,75,86,25.0
81,2,2.0,1.8,75,86,25.0
81,2,4.0,1.8,75,86,25.0
6,9,0.0,0.0,54,144,0.0
6,9,0.0,0.0,54,144,0.0
76,4,0.256,0.0,3,86,40.0
76,4,0.256,0.0,3,86,40.0
44,2,4.0,2.4,75,122,9.0
44,2,2.0,2.4,75,122,9.0
44,2,8.0,2.4,75,122,9.0
44,2,1.0,2.4,75,122,9.0
20,9,0.0,0.0,91,144,0.0
20,9,0.0,0.0,91,144,0.0
73,2,1.0,1.0,15,115,30.0
73,2,1.0,1.0,63,105,30.0
20,9,0.0,0.0,48,144,0.0
20,9,0.0,0.0,51,144,0.0
73,2,8.0,2.4,18,175,25.0
73,2,4.0,2.4,18,175,25.0
81,2,4.0,2.0,75,83,30.0
81,2,4.0,2.0,75,83,30.0
81,2,4.0,2.0,75,83,30.0
81,2,4.0,2.0,75,83,30.0
81,2,4.0,2.0,75,83,30.0
67,2,4.0,1.8,64,87,24.0
67,2,8.0,1.8,64,87,24.0
67,2,8.0,1.8,64,1,24.0
67,2,4.0,1.8,64,87,24.0
67,2,8.0,1.8,64,87,24.0
67,2,4.0,1.8,64,87,24.0
67,2,4.0,1.8,64,87,24.0
67,2,8.0,1.8,64,87,24.0
71,11,2.0,0.0,117,69,7.0
71,11,1.0,0.0,117,69,7.0
71,11,0.512,0.0,117,69,7.0
71,11,1.0,0.0,117,69,7.0
71,11,1.0,0.0,117,69,7.0
67,2,0.0,3.2,64,187,24.0
67,2,0.0,3.2,64,187,24.0
81,2,8.0,3.0,74,86,30.0
81,2,4.0,3.0,74,1,30.0
81,2,4.0,3.0,74,1,30.0
81,2,4.0,3.0,74,179,30.0
6,4,2.0,1.8,79,70,0.0
6,4,2.0,1.8,79,70,0.0
6,4,2.0,1.8,79,70,0.0
82,2,8.0,2.4,60,29,0.0
82,2,16.0,2.4,60,29,0.0
82,2,32.0,2.4,21,90,35.0
45,2,4.0,1.8,22,155,20.0
98,2,1.0,1.8,65,100,20.0
82,2,2.0,0.0,119,18,0.0
82,2,1.0,0.0,119,178,0.0
82,2,8.0,0.0,16,106,0.0
82,2,2.0,0.0,119,21,15.0
82,2,4.0,0.0,119,20,0.0
82,2,2.0,0.0,119,18,0.0
82,2,2.0,0.0,119,24,0.0
95,4,4.0,2.4,64,122,16.0
95,4,4.0,2.4,64,122,16.0
95,4,4.0,2.4,64,122,16.0
88,4,4.0,2.0,64,113,33.0
88,4,2.0,2.0,64,0,33.0
5,4,16.0,3.5,64,14,22.0
5,4,8.0,3.5,64,14,22.0
5,4,32.0,3.5,64,14,22.0
21,2,16.0,2.5,17,164,0.0
21,2,4.0,2.5,17,164,0.0
21,2,32.0,2.5,17,164,0.0
21,2,8.0,2.5,17,164,0.0
21,2,2.0,2.5,17,164,0.0
5,4,0.0,2.5,64,14,30.0
5,4,0.0,2.5,64,14,40.0
5,4,0.0,2.5,64,14,40.0
5,4,0.0,2.5,64,14,30.0
5,4,8.0,2.0,64,14,24.0
5,4,4.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
5,4,8.0,2.0,64,14,24.0
6,9,0.0,0.0,54,144,0.0
6,9,0.0,0.0,90,144,0.0
6,9,0.0,0.0,90,144,0.0
6,9,0.0,0.0,90,144,0.0
6,9,0.0,0.0,90,144,0.0
6,9,0.0,0.0,90,144,0.0
81,2,2.0,1.0,74,109,15.0
81,2,2.0,1.0,74,77,15.0
81,2,2.0,1.0,74,77,15.0
81,2,2.0,1.0,74,77,15.0
81,2,2.0,1.0,74,77,15.0
57,4,0.512,0.0,64,29,0.0
95,2,2.0,1.1,117,122,20.0
95,2,2.0,1.1,117,122,20.0
73,2,4.0,2.2,23,161,0.0
73,2,2.0,2.2,23,161,0.0
97,2,2.0,1.7,21,152,12.0
97,2,2.0,1.7,21,169,10.0
97,2,1.0,1.7,21,152,12.0
97,2,1.0,1.7,21,169,10.0
21,2,2.0,0.0,22,123,9.5
21,2,2.0,0.0,22,123,9.5
21,2,2.0,0.0,22,123,9.5
21,2,2.0,0.0,22,123,9.5
21,2,2.0,0.0,22,123,9.5
21,2,2.0,0.0,22,123,9.5
19,2,8.0,1.3,22,141,60.0
19,2,4.0,1.3,75,141,60.0
73,4,2.0,1.5,62,72,15.0
73,4,1.0,0.0,36,122,15.0
73,2,1.0,0.0,62,104,15.0
73,2,2.0,0.0,62,104,15.0
10,9,0.0,0.0,50,144,0.0
10,9,0.0,0.0,50,144,0.0
17,2,2.0,1.8,75,86,0.0
17,2,1.0,1.8,75,86,0.0
17,2,0.512,1.8,75,116,0.0
88,2,2.0,0.0,64,46,50.0
88,2,2.0,0.0,64,46,50.0
88,2,2.0,0.0,64,46,50.0
21,4,2.0,0.0,17,103,10.0
82,4,0.512,0.0,32,29,0.0
82,4,0.512,0.0,32,29,0.0
82,4,1.0,0.0,6,29,10.0
82,4,1.0,0.0,6,29,10.0
82,4,4.0,2.2,66,72,12.0
18,9,0.0,0.0,97,144,0.0
81,2,4.0,1.8,75,86,25.0
81,2,2.0,1.8,75,86,20.0
81,2,2.0,1.8,75,86,20.0
81,2,2.0,1.8,75,86,20.0
73,4,2.0,0.0,11,161,10.0
73,4,1.0,0.0,11,161,10.0
19,2,4.0,2.5,76,143,52.0
19,2,4.0,2.5,76,143,52.0
19,2,16.0,2.5,76,143,52.0
19,2,8.0,2.5,76,143,52.0
19,2,2.0,2.5,76,143,52.0
19,2,4.0,2.5,76,143,52.0
5,4,1.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,2.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,2.0,0.0,75,39,12.0
5,4,2.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,2.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,2.0,0.0,75,39,12.0
5,4,2.0,0.0,75,39,12.0
5,4,1.0,0.0,75,39,12.0
5,4,2.0,0.0,75,39,12.0
5,4,2.0,0.0,75,39,12.0
109,9,0.0,0.0,82,144,0.0
97,6,12.0,1.5,18,168,20.0
97,6,8.0,1.5,18,168,20.0
77,9,0.0,0.0,52,144,0.0
82,2,1.0,0.0,28,71,0.0
82,2,2.0,0.0,28,71,0.0
82,2,1.0,0.0,28,71,0.0
82,2,1.0,0.0,18,84,0.0
82,2,1.0,0.0,28,71,0.0
67,4,0.0,3.0,64,87,14.0
67,4,0.0,3.0,64,87,14.0
67,4,0.0,3.0,64,87,14.0
67,4,0.0,3.0,64,87,14.0
67,4,30.0,3.0,64,87,14.0
6,9,0.0,0.0,54,144,0.0
99,2,2.0,1.8,75,132,10.0
99,2,2.0,1.8,75,132,10.0
72,9,0.0,0.0,79,144,0.0
72,9,0.0,0.0,79,144,0.0
72,9,0.0,0.0,79,144,0.0
72,9,0.0,0.0,79,144,0.0
81,9,0.0,0.0,54,144,0.0
81,2,2.0,1.8,75,72,30.0
79,9,0.0,0.0,85,144,0.0
19,2,4.0,1.3,76,141,22.0
88,2,2.0,0.0,64,46,18.0
88,2,1.0,0.0,64,46,18.0
44,2,2.0,0.0,75,83,10.0
44,2,2.0,0.0,75,83,10.0
44,2,2.0,0.0,75,83,10.0
44,2,1.0,0.0,75,83,10.0
44,2,2.0,0.0,75,83,10.0
44,2,1.0,0.0,75,83,10.0
44,2,1.0,0.0,75,83,10.0
44,2,1.0,0.0,75,83,10.0
82,9,0.0,0.0,121,144,0.0
82,2,2.0,1.8,65,72,20.0
82,2,4.0,1.8,65,72,20.0
82,2,6.0,1.8,65,72,20.0
6,9,0.0,0.0,90,144,0.0
6,9,0.0,0.0,90,144,0.0
87,9,0.0,0.0,49,144,0.0
105,9,0.0,0.0,114,144,0.0
105,9,0.0,0.0,110,144,0.0
105,9,0.0,0.0,97,144,0.0
105,9,0.0,0.0,110,144,0.0
32,9,0.0,0.0,108,144,0.0
32,9,0.0,0.0,108,144,0.0
5,4,0.0,2.5,64,14,20.0
5,4,0.0,2.5,64,14,14.0
5,4,0.0,2.5,64,14,14.0
5,4,0.0,2.5,64,14,20.0
5,4,8.0,1.5,64,14,24.0
5,4,2.0,1.5,64,14,24.0
5,4,4.0,1.5,64,14,24.0
5,4,4.0,1.5,64,14,24.0
5,4,4.0,1.5,64,14,24.0
5,4,4.0,1.5,64,14,24.0
5,4,4.0,1.5,64,14,24.0
21,9,0.0,0.0,108,144,0.0
21,9,0.0,0.0,108,144,0.0
19,2,2.0,0.9,75,171,12.0
81,2,4.0,1.71,75,86,30.0
81,2,2.0,1.71,75,86,30.0
81,2,1.0,1.71,75,86,30.0
88,4,0.512,0.0,64,45,28.0
88,4,2.0,0.0,64,47,28.0
88,9,0.0,0.0,79,144,0.0
88,4,1.0,0.0,64,47,28.0
88,4,1.0,0.0,64,47,28.0
88,4,2.0,0.0,64,47,28.0
6,9,0.0,0.0,54,144,0.0
6,9,0.0,0.0,54,144,0.0
56,2,2.0,2.0,117,170,0.0
56,2,1.0,2.0,117,170,0.0
17,4,0.128,0.0,6,29,0.0
88,4,0.0,0.0,63,47,0.0
88,4,0.0,1.5,63,48,20.0
6,4,0.0,1.5,63,84,14.0
6,4,0.0,1.5,25,84,14.0
6,4,0.0,1.5,25,84,14.0
73,4,0.0,1.5,117,51,0.0
73,4,0.0,1.5,117,51,0.0
21,4,1.0,1.5,64,154,15.0
21,4,1.0,1.5,64,154,15.0
21,4,2.0,1.5,64,154,15.0
21,4,2.0,1.5,64,154,15.0
21,2,4.0,1.5,64,150,15.0
21,2,2.0,1.5,64,150,15.0
21,2,2.0,1.5,64,150,15.0
21,2,1.0,1.5,64,150,0.0
21,2,8.0,1.5,17,150,0.0
21,9,0.0,0.0,83,144,0.0
51,4,1.0,0.0,25,72,11.0
51,4,0.512,0.0,63,72,15.0
51,4,0.512,0.0,63,72,15.0
51,4,0.512,0.0,63,72,15.0
51,4,1.0,0.0,63,72,15.0
21,5,1.0,0.0,6,72,18.0
21,2,1.0,0.0,40,126,18.0
21,5,1.0,0.0,40,126,18.0
95,9,0.0,0.0,107,144,0.0
95,9,0.0,0.0,107,144,0.0
95,9,0.0,0.0,107,144,0.0
44,2,0.512,0.0,19,72,153.0
44,2,1.0,0.0,19,72,153.0
109,2,2.0,2.2,23,139,25.0
62,4,0.0,1.8,15,84,8.0
62,4,0.0,1.8,15,84,8.0
81,2,0.512,0.0,21,78,14.0
81,2,0.512,0.0,21,78,14.0
79,9,0.0,0.0,115,144,0.0
82,2,1.0,1.21,7,102,15.0
82,2,2.0,1.21,7,102,15.0
105,9,0.0,0.0,54,144,0.0
105,9,0.0,0.0,114,144,0.0
105,9,0.0,0.0,54,144,0.0
81,4,4.0,1.8,75,72,35.0
81,4,2.0,1.8,75,83,35.0
81,4,2.0,1.8,75,83,35.0
81,4,4.0,1.8,75,72,35.0
81,4,1.0,1.8,75,83,35.0
81,4,1.0,1.8,75,83,35.0
81,4,1.0,1.8,75,83,35.0
82,2,8.0,1.8,65,72,20.0
82,2,6.0,1.8,65,72,20.0
82,4,2.0,1.8,65,72,20.0
82,4,4.0,1.8,65,72,20.0
82,2,8.0,1.8,65,121,0.0
6,9,0.0,0.0,92,144,0.0
20,9,0.0,0.0,52,144,0.0
20,9,0.0,0.0,52,144,0.0
21,2,0.0,2.5,63,158,0.0
21,2,0.0,2.5,63,158,0.0
21,2,0.0,2.5,63,160,0.0
21,2,0.0,2.5,63,158,14.0
21,2,0.0,2.5,63,158,0.0
21,2,0.0,2.5,63,160,0.0
21,2,0.0,2.5,63,158,0.0
19,2,2.0,1.2,76,141,20.0
19,2,4.0,1.2,76,141,20.0
19,2,1.0,1.2,76,141,20.0
73,2,0.512,0.0,6,86,0.0
103,4,0.128,0.0,71,86,8.0
103,4,0.128,0.0,71,86,8.0
21,2,0.0,1.5,18,149,15.0
21,2,0.0,1.5,18,149,0.0
21,2,0.0,1.5,18,149,15.0
21,2,0.0,1.5,18,149,15.0
21,2,0.0,1.5,18,149,15.0
21,2,0.0,1.5,18,149,15.0
21,2,0.0,1.5,18,149,15.0
21,2,0.0,1.5,18,149,15.0
21,2,0.0,1.5,18,149,15.0
21,2,0.0,1.5,18,149,15.0
6,9,0.0,0.0,94,144,0.0
37,4,0.128,0.0,38,29,8.0
109,2,1.0,0.0,33,139,53.0
109,2,0.512,0.0,46,139,53.0
109,2,2.0,0.0,33,139,53.0
71,11,0.512,0.0,117,32,6.0
71,11,0.512,0.0,117,32,6.0
71,11,0.256,0.0,117,32,6.0
71,11,0.256,0.0,117,32,6.0
109,5,1.0,2.2,23,11,34.0
109,5,0.512,2.2,23,11,34.0
82,2,2.0,0.0,10,79,19.0
82,2,0.512,0.0,10,79,19.0
82,2,1.0,0.0,10,79,19.0
82,2,4.0,0.0,10,79,19.0
19,4,0.0,0.0,63,63,14.0
19,4,0.0,0.0,63,63,14.0
5,4,0.0,2.5,64,14,14.0
5,4,0.0,2.5,64,14,14.0
5,4,0.0,2.5,64,14,20.0
5,4,0.0,2.5,64,14,20.0
109,4,0.512,0.0,39,64,24.0
109,4,1.0,0.0,39,99,20.0
88,2,1.0,0.0,65,49,50.0
88,2,0.512,0.0,65,49,50.0
88,2,1.0,0.0,65,49,50.0
88,2,0.512,0.0,65,49,50.0
6,9,0.0,0.0,90,144,0.0
6,9,0.0,0.0,90,144,0.0
21,9,0.0,0.0,101,144,0.0
21,9,0.0,0.0,101,144,0.0
96,2,1.0,1.0,69,124,0.0
96,2,2.0,1.0,69,37,14.0
96,5,0.512,1.0,70,144,14.0
96,2,0.512,1.0,69,124,0.0
51,2,0.512,0.0,44,34,17.0
51,5,0.512,0.0,43,144,17.0
5,5,4.0,1.5,64,14,14.0
5,4,2.0,1.5,64,14,14.0
5,4,1.0,1.5,64,14,14.0
5,4,2.0,1.5,64,14,14.0
5,5,4.0,1.5,64,14,14.0
5,4,1.0,1.5,64,14,14.0
44,2,1.0,0.0,75,72,10.0
44,5,1.0,0.0,77,144,10.0
44,2,0.512,0.0,75,72,10.0
44,2,0.512,0.0,75,72,10.0
44,2,0.512,0.0,75,72,10.0
44,2,0.512,0.0,64,72,10.0
44,2,0.512,0.0,75,72,10.0
44,2,0.512,0.0,64,72,10.0
44,2,1.0,0.0,75,72,10.0
44,2,1.0,0.0,75,72,10.0
44,2,1.0,0.0,75,72,10.0
61,5,0.0,0.0,79,29,0.0
61,5,0.0,0.0,79,29,0.0
81,6,0.0,1.8,64,172,10.0
6,7,0.0,1.5,67,128,14.0
6,4,0.0,1.5,15,84,14.0
6,4,0.0,1.5,15,84,14.0
6,4,0.0,1.5,15,84,14.0
6,4,0.0,1.5,15,84,14.0
89,5,1.0,0.0,77,144,10.0
109,6,0.0,1.8,27,137,16.0
81,5,0.512,0.0,33,43,0.0
19,2,0.0,0.0,65,141,14.0
19,6,0.0,0.0,65,10,35.0
88,6,0.0,1.5,65,49,40.0
88,6,0.0,1.5,65,49,40.0
73,7,0.0,0.0,76,72,0.0
95,4,0.0,2.2,64,169,16.0
95,4,0.0,2.2,64,169,16.0
88,5,0.512,0.0,63,49,50.0
73,5,0.256,0.0,74,86,10.0
81,7,0.0,1.5,64,172,8.0
82,5,1.0,0.0,6,130,17.0
73,2,0.256,0.0,64,72,10.0
109,9,0.0,0.0,109,144,0.0
88,5,0.512,0.0,41,49,70.0
88,5,0.512,0.0,41,49,70.0
81,9,0.0,0.0,101,144,0.0
44,5,0.0,0.0,79,144,0.0
44,5,0.0,0.0,79,144,0.0
44,5,0.0,0.0,79,144,0.0
44,5,0.0,0.0,79,144,0.0
44,5,0.0,0.0,79,144,0.0
99,5,0.512,0.0,79,144,0.0
81,5,0.512,1.2,75,77,10.0
5,6,0.0,2.0,64,15,15.0
58,9,0.0,0.0,79,144,0.0
58,9,0.0,0.0,79,144,0.0
5,7,0.0,1.67,64,15,18.0
5,7,0.0,1.67,64,15,18.0
5,7,0.0,1.67,63,125,18.0
5,7,0.0,1.67,64,15,18.0
5,7,0.0,1.67,63,125,18.0
5,7,0.0,1.67,64,15,18.0
88,4,0.0,1.5,64,49,30.0
88,4,0.0,1.5,64,49,30.0
88,4,0.0,1.5,63,47,30.0
88,4,0.0,1.5,63,47,30.0
44,2,0.512,0.0,10,83,12.0
44,2,0.128,0.0,10,83,12.0
109,4,0.0,1.5,18,137,16.0
21,2,0.256,0.0,44,72,15.0
21,2,0.256,0.0,44,72,15.0
21,2,0.256,0.0,44,72,15.0
21,2,0.256,0.0,44,72,15.0
21,2,0.512,0.0,44,72,15.0
21,2,0.256,0.0,44,72,15.0
21,2,1.0,0.0,44,72,15.0
21,2,0.512,0.0,44,72,15.0
21,2,0.512,0.0,44,72,15.0
21,2,0.512,0.0,44,72,15.0
21,2,0.256,0.0,44,72,15.0
21,2,0.256,0.0,44,72,15.0
21,2,0.512,0.0,44,72,15.0
21,2,0.256,0.0,44,72,15.0
82,2,0.256,0.0,6,72,15.0
82,2,1.0,0.0,6,72,15.0
27,6,0.0,0.0,14,101,0.0
88,4,0.256,0.0,47,49,70.0
74,2,0.256,0.0,39,86,0.0
73,2,0.256,0.0,44,79,18.0
21,2,0.0,0.0,63,158,12.0
21,3,0.0,0.0,63,158,12.0
19,2,2.0,0.0,75,142,20.0
65,9,0.0,0.0,59,144,0.0
71,11,0.256,0.0,74,122,6.0
71,5,0.512,0.0,79,144,0.0
71,5,0.512,0.0,79,144,0.0
71,5,0.512,0.0,79,144,0.0
71,11,0.256,0.0,68,122,6.0
109,9,0.0,0.0,108,144,0.0
12,4,0.512,0.0,6,57,0.0
28,2,0.256,0.0,10,102,20.0
28,5,0.512,0.0,10,102,20.0
21,5,0.256,0.0,44,33,15.0
109,2,0.256,0.0,33,99,40.0
93,4,0.128,0.0,10,86,12.0
21,2,0.256,0.0,15,36,17.0
69,9,0.0,0.0,116,144,0.0
80,9,0.0,0.0,79,144,0.0
109,2,25.0,0.0,15,99,12.0
21,4,128.0,0.0,18,122,14.0
