manufacturer,product type,flash memory installed,diagonal size,battery,supported digital audio standards,estimated battery life
Samsung,"Digital player / radio,","4 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player battery,","MP3,,WMA,","25 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player battery,","MP3,,WMA,","25 hour(s),"
Apple,"Digital player,","16 GB Integrated,","3.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","36 hour(s),"
Apple,"Digital player,","8 GB Integrated,","3.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","36 hour(s),"
Apple,"Digital player,","32 GB Integrated,","3.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","36 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","16 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","16 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","16 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","16 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","16 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","16 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","16 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","16 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","16 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Creative,"Digital player / radio,","8 GB Integrated,","2.5 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,",
Creative,"Digital player / radio,","2 GB Integrated,","1.8 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Protected WMA (DRM 10),,Audible,","32 hour(s),"
Creative,"Digital player / radio,","2 GB Integrated,","1.8 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,ADPCM,,WMA,,Audible,","32 hour(s),"
Creative,"Digital player / radio,","4 GB Integrated,","1.8 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Protected WMA (DRM 10),,Audible,","32 hour(s),"
Creative,"Digital player / radio,","8 GB Integrated,","1.8 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Protected WMA (DRM 10),,Audible,","32 hour(s),"
Creative,"Digital player / radio,","4 GB Integrated,","1.8 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Protected WMA (DRM 10),,Audible,","32 hour(s),"
Creative,"Digital player / radio,","4 GB Integrated,","1.8 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,ADPCM,,WMA,,Audible,","32 hour(s),"
Yamaha,"Digital player,","2 GB Integrated,",,"1 x AAA type Player batteryInternal,","MP3,,WMA,,Protected WMA (DRM 10),,PCM,,WAV,",
Other product lines,"Digital player / radio,","4 GB Integrated,","2.8 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","WAV,,MP3,,ADPCM,,WMA,,AAC,",
Other product lines,"Digital player / radio,","8 GB Integrated,","2.8 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","WAV,,MP3,,ADPCM,,WMA,,AAC,",
Other product lines,"Digital player / radio,","2 GB Integrated,",,"1 x Lithium ion Rechargeable Player batteryInternal,","WAV,,MP3,,ADPCM,,WMA,",
iRiver,"Digital player / radio,","4 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryInternal,","MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","12 hour(s),,3.5 hour(s),"
iRiver,"Digital player / radio,","8 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryInternal,","MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","12 hour(s),"
iRiver,"Digital player / radio,","4 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryInternal,","MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","12 hour(s),"
iRiver,"Digital player / radio,","8 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryInternal,","MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","12 hour(s),"
iRiver,"Digital player / radio,","4 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryInternal,","MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","12 hour(s),"
iRiver,"Digital player / radio,","8 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryInternal,","MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","12 hour(s),,3.5 hour(s),"
Tonium,"Hard drive,",,,,"MP3,,AAC,,AIFF,,FLAC,,Ogg Vorbis,","18 hour(s),"
Samsung,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,,Ogg Vorbis,","13 hour(s),"
Samsung,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,,Ogg Vorbis,","13 hour(s),"
Samsung,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,,Ogg Vorbis,","13 hour(s),"
Samsung,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,,Ogg Vorbis,","13 hour(s),"
Samsung,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,,Ogg Vorbis,","13 hour(s),"
Other product lines,"Digital player / radio,","8 GB Integrated,","3.5 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","WAV,,MP3,,ADPCM,,WMA,",
Sony,"Digital player,","2 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,AAC,","5 hour(s),"
Sony,"Digital player,","2 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,AAC,","5 hour(s),"
iRiver,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player battery,","MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,","9 hour(s),"
iRiver,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player battery,","MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,","9 hour(s),"
iRiver,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player battery,","MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,","9 hour(s),"
iRiver,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player battery,","MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,","9 hour(s),"
iRiver,"Digital player / radio,","8 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","17 hour(s),"
iRiver,"Digital player / radio,","8 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","17 hour(s),"
iRiver,"Digital player / radio,","4 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","17 hour(s),"
iRiver,"Digital player / radio,","8 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","17 hour(s),"
iRiver,"Digital player / radio,","4 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","17 hour(s),"
iRiver,"Digital player / radio,","8 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","17 hour(s),"
iRiver,"Digital player / radio,","8 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","17 hour(s),"
iRiver,"Digital player / radio,","4 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","17 hour(s),"
iRiver,"Digital player / radio,","4 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","17 hour(s),"
iRiver,"Digital player / radio,","4 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","17 hour(s),"
Sony,"Digital player / radio,","4 GB Integrated,","1.8 in,","Rechargeable Player batteryIntegrated,","PCM,,MP3,,Protected WMA (DRM),,WMA,,AAC,","36 hour(s),"
Sony,"Digital player,","8 GB Integrated,","2.4 in,","Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,AAC,,PCM,","36 hour(s),"
Sony,"Digital player,","8 GB Integrated,","2.4 in,","Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,AAC,,PCM,","36 hour(s),"
Sony,"Digital player,","8 GB Integrated,","2.4 in,","Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,AAC,,PCM,","36 hour(s),"
Sony,"Digital player,","8 GB Integrated,","2.4 in,","Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,AAC,,PCM,","36 hour(s),"
LaCie Ltd.,,,,"Included Qty,",,
LaCie Ltd.,,,,"Included Qty,",,
LaCie Ltd.,,,,"Included Qty,",,
SanDisk,"Digital player / radio,","8 GB Integrated,","1.9 in,","Rechargeable Player batteryInternal,","FLAC,,Ogg Vorbis,,Audible,,WAV,,WMA,,MP3,","24 hour(s),"
SanDisk,"Digital player / radio,","2 GB Integrated,","1.9 in,","Rechargeable Player batteryInternal,","WMA,,WAV,,Ogg Vorbis,,MP3,,FLAC,,Audible,","24 hour(s),"
SanDisk,"Digital player / radio,","4 GB Integrated,","1.9 in,","Rechargeable Player batteryInternal,","Ogg Vorbis,,FLAC,,Audible,,WAV,,WMA,,MP3,","24 hour(s),"
SanDisk,"Digital player / radio,","4 GB Integrated,","1.9 in,","Rechargeable Player batteryInternal,","Audible,,WAV,,WMA,,Ogg Vorbis,,FLAC,,MP3,","24 hour(s),"
SanDisk,"Digital player / radio,","4 GB Integrated,","1.9 in,","Rechargeable Player batteryInternal,","Audible,,FLAC,,MP3,,Ogg Vorbis,,WAV,,WMA,","24 hour(s),"
SanDisk,"Digital player / radio,","8 GB Integrated,","1.9 in,","Rechargeable Player batteryInternal,","MP3,,WMA,,Audible,,WAV,","24 hour(s),"
SanDisk,"Digital player / radio,","4 GB Integrated,","1.9 in,","Rechargeable Player batteryInternal,","Audible,,FLAC,,MP3,,WMA,,WAV,,Ogg Vorbis,","24 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","25 hour(s),"
Samsung,"Digital player / radio,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,","25 hour(s),"
Samsung,"Digital player / radio,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,","25 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,","25 hour(s),"
Archos,,,,"Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Archos,,,,"Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Peapod Toys,"Digital player,","256 MB Integrated,",,"1 x AA type Standard battery,","MP3,,WMA,","40 hour(s),"
Peapod Toys,"Digital player,","256 MB Integrated,",,"1 x AA type Standard battery,","MP3,,WMA,","40 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","4 GB Integrated,","2.4 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,,WAV,","9 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","2 GB Integrated,","2.4 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,,WAV,","9 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","8 GB Integrated,","2.4 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,,WAV,","9 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","1 GB Integrated,","2.4 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,,WAV,","9 hour(s),"
"Cowon Systems, Inc.",,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,Recharge Time,",,
"Cowon Systems, Inc.",,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,Recharge Time,",,
Other product lines,"Digital player / radio,","1 GB Integrated,","1 in,","1 x Lithium ion Rechargeable Player battery,","MP3,,WMA,,Protected WMA (DRM 10),,Audible,,WAV,","30 hour(s),"
Other product lines,"Digital player / radio,","1 GB Integrated,","1 in,","Lithium ion Rechargeable Player battery,","MP3,,WMA,,Audible,,WAV,","30 hour(s),"
"Cowon Systems, Inc.",,,,"Capacity,Recharge Time,Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
"Cowon Systems, Inc.",,,,"Capacity,Recharge Time,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Other product lines,"Digital player / radio,","8 GB Integrated,","2.4 in,","1 x Lithium ion Rechargeable Player batteryInternal,","WAV,,WMAPro,,MP3,,WMA,,Protected WMA (DRM 10),,Audible,,Ogg Vorbis,","25 hour(s),"
Other product lines,"Digital player / radio,","4 GB Integrated,","2.4 in,","1 x Lithium ion Rechargeable Player batteryInternal,","WAV,,WMAPro,,MP3,,WMA,,Protected WMA (DRM 10),,Audible,,Ogg Vorbis,","25 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","30 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","30 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","30 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","30 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","2 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","30 hour(s),"
Microsoft,"Digital player / radio,","4 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","24 hour(s),"
Microsoft,"Digital player / radio,","8 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","24 hour(s),"
Microsoft,"Digital player / radio,","8 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryIntegrated,","AAC,,MP3,,WMA,","24 hour(s),"
Microsoft,"Digital player / radio,","4 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","24 hour(s),"
Microsoft,"Digital player / radio,","8 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","24 hour(s),"
Microsoft,"Digital player / radio,","4 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","24 hour(s),"
Microsoft,"Digital player / radio,","4 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","24 hour(s),"
Microsoft,"Digital player / radio,","8 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","24 hour(s),"
Oakley,"Sunglasses with digital player,","2 GB Integrated,",,"Rechargeable Player battery,","MP3,,Protected WMA (DRM 9),,AAC,,WAV,,WMA,","7 hour(s),"
Oakley,"Sunglasses with digital player,","1 GB Integrated,",,"Rechargeable Player battery,","MP3,,Protected WMA (DRM 9),,AAC,,WAV,,WMA,","7 hour(s),"
Oakley,"Sunglasses with digital player,","512 MB Integrated,",,"Rechargeable Player battery,","MP3,,Protected WMA (DRM 9),,AAC,,WAV,,WMA,","7 hour(s),"
Oakley,"Sunglasses with digital player,","1 GB Integrated,",,"Rechargeable Player battery,","MP3,,Protected WMA (DRM 9),,AAC,,WAV,,WMA,","7 hour(s),"
Oakley,"Sunglasses with digital player,","1 GB Integrated,",,"Rechargeable Player battery,","MP3,,Protected WMA (DRM 9),,AAC,,WAV,,WMA,","7 hour(s),"
Microsoft,"Digital player / radio,",,"3.2 in,","Lithium ion Rechargeable Player batteryIntegrated,","WMAPro,,MP3,,WMA,,Audible,,AAC,","24 hour(s),"
Microsoft,"Digital player / radio,",,"3.2 in,","Lithium ion Rechargeable Player batteryIntegrated,","WMAPro,,MP3,,WMA,,Audible,,AAC,","24 hour(s),"
Samsung,"Digital player / radio,","8 GB Integrated,","3 in,","Lithium polymer Rechargeable Player battery,","MP3,,WMA,","30 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","3 in,","Lithium polymer Rechargeable Player battery,","AAC,,MP3,,WMA,","30 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","3 in,","Lithium polymer Rechargeable Player battery,","AAC,,MP3,,WMA,","30 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","3 in,","Lithium polymer Rechargeable Player battery,","WMA,,AAC,,MP3,","30 hour(s),"
Archos,"Digital player,","2 GB Integrated,","1.8 in,",,"MP3,,Protected WMA (DRM),,PCM,,WAV,,WMA,",
Archos,"Digital player,","2 GB Integrated,","1.8 in,",,"MP3,,Protected WMA (DRM),,PCM,,WAV,,WMA,",
Archos,"Digital player,","2 GB Integrated,","1.8 in,",,"MP3,,Protected WMA (DRM),,PCM,,WAV,,WMA,",
SanDisk,"Digital player / radio,","8 GB Integrated,","2.4 in,","Internal,1 x Lithium polymer Rechargeable Player battery,","MP3,",
SanDisk,"Digital player / radio,","16 GB Integrated,","2.4 in,","Internal,1 x Lithium polymer Rechargeable Player battery,","MP3,",
SanDisk,"Digital player / radio,","32 GB Integrated,","2.4 in,","1 x Lithium polymer Rechargeable Player battery,","MP3,,WMA,,AAC,,WAV,","35 hour(s),"
Imation Enterprises,"Digital player / radio,","4 GB Integrated,","1.8 in,","1 x Lithium polymer Rechargeable Player batteryIntegrated,","Protected WMA (DRM),,WMA,,WAV,","20 hour(s),"
Trevor Baylis Brands PLC,"Digital player / radio,","1 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,WMA,,ASF,,Ogg Vorbis,,WAV,","20 hour(s),"
SanDisk,"Digital player / radio,","2 GB Integrated,",,"Rechargeable Player batteryInternal,","Audible,,FLAC,,MP3,,Ogg Vorbis,,WMA,,WMA DRM,",
SanDisk,"Digital player / radio,","1 GB Integrated,",,"Rechargeable Player batteryInternal,","WMA DRM,",
SanDisk,"Digital player / radio,","8 GB Integrated,",,"1 x Lithium ion Rechargeable Player battery,Internal,","MP3,,WMA,,Audible,,WMA DRM,,FLAC,,Ogg Vorbis,",
SanDisk,"Digital player / radio,","2 GB Integrated,",,"Rechargeable Player batteryInternal,","Audible,,MP3,,WMA,,WMA DRM,,Ogg Vorbis,,FLAC,","15 hour(s),"
SanDisk,"Digital player / radio,","4 GB Integrated,",,"Rechargeable Player batteryInternal,","Audible,,FLAC,,WMA,,WMA DRM,,Ogg Vorbis,,MP3,",
SanDisk,"Digital player / radio,","2 GB Integrated,",,"Rechargeable Player batteryInternal,","Audible,,FLAC,,MP3,,Ogg Vorbis,,WMA,,WMA DRM,",
SanDisk,"Digital player / radio,","2 GB Integrated,",,"Rechargeable Player batteryInternal,","FLAC,,Audible,,MP3,,WMA DRM,,WMA,,Ogg Vorbis,",
Toshiba,"Digital player,","4 GB Integrated,","2.4 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,WAV,","16 hour(s),"
Toshiba,"Digital player,","4 GB Integrated,","2.4 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,WAV,","16 hour(s),"
Toshiba,"Digital player,","4 GB Integrated,","2.4 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,WAV,","16 hour(s),"
Sony,"Digital player,","4 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,Protected WMA (DRM 10),,AAC,,PCM,","33 hour(s),"
Sony,"Digital player,","2 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","AAC,,MP3,,PCM,,WMA,,Protected WMA (DRM 10),","33 hour(s),"
Apple,"Digital player,","16 GB Integrated,","3.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","22 hour(s),"
Apple,"Digital player,","8 GB Integrated,","3.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","22 hour(s),"
Apple,"Digital player,","32 GB Integrated,","3.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","22 hour(s),"
Creative,"Digital player / radio,","16 GB Integrated,","2.5 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,",
Creative,"Digital player / radio,","4 GB Integrated,","2.5 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,",
Creative,"Digital player / radio,","32 GB Integrated,","2.5 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,",
Creative,"Digital player / radio,","8 GB Integrated,","2.5 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,",
Creative,"Digital player / radio,","2 GB Integrated,","2.5 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,",
Apple,"Digital player,",,"2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","30 hour(s),"
Apple,"Digital player,",,"2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","40 hour(s),"
Apple,"Digital player,",,"2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","40 hour(s),"
Apple,"Digital player,",,"2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","30 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","4 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
