manufacturer,product type,flash memory installed,diagonal size,battery,supported digital audio standards,estimated battery life
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","8 GB Integrated,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Archos,,,,"Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Samsung,"Digital player / radio,","2 GB Integrated,","1 in,","Lithium polymer Rechargeable Player battery,","MP3,,WMA,,Ogg Vorbis,","15 hour(s),"
Samsung,"Digital player / radio,","2 GB Integrated,","1 in,","Lithium polymer Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,","15 hour(s),"
Samsung,"Digital player / radio,","2 GB Integrated,","1 in,","Lithium polymer Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,","15 hour(s),"
Samsung,"Digital player / radio,","2 GB Integrated,","1 in,","Lithium polymer Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,","15 hour(s),"
Samsung,"Digital player / radio,","2 GB Integrated,","1 in,","Lithium polymer Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,","15 hour(s),"
Koss Corp.,"Digital player,","512 MB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,",
Toshiba,"Digital player / radio,","2 GB Integrated,","1.1 in,","Rechargeable Player battery,","MP3,,WMA,,WAV,","20 hour(s),"
Toshiba,"Digital player / radio,","2 GB Integrated,","1.1 in,","Rechargeable Player battery,","MP3,,WMA,,WAV,","20 hour(s),"
Other product lines,"Digital player / radio,","4 GB Integrated,","2.2 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","WAV,,MP3,,ADPCM,,WMA,",
Other product lines,"Digital player / radio,","2 GB Integrated,","2.2 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","WAV,,MP3,,ADPCM,,WMA,",
TrekStor,"Digital player / radio,","2 GB Integrated,","1.7 in,","1 x Lithium polymer Rechargeable Player battery,","Protected WMA (DRM 9),,WAV,,MP3,,WMA,","12 hour(s),"
TrekStor,"Digital player / radio,","2 GB Integrated,","1.7 in,","1 x Lithium polymer Rechargeable Player battery,","WAV,,MP3,,WMA,","10 hour(s),"
TrekStor,"Digital player / radio,","1 GB Integrated,","1.7 in,","1 x Lithium polymer Rechargeable Player battery,","Protected WMA (DRM 9),,WAV,,MP3,,WMA,","12 hour(s),"
TrekStor,"Digital player / radio,","1 GB Integrated,","1.7 in,","1 x Lithium polymer Rechargeable Player battery,","WAV,,MP3,,WMA,","10 hour(s),"
Creative,"Digital player / radio,","2 GB Integrated,",,"1 x Lithium polymer Rechargeable Player batteryIntegrated,","MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,","9.5 hour(s),"
Creative,"Digital player / radio,","2 GB Integrated,",,"1 x Lithium polymer Rechargeable Player batteryIntegrated,","MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,","9.5 hour(s),"
Creative,"Digital player / radio,","2 GB Integrated,",,"1 x Lithium polymer Rechargeable Player batteryIntegrated,","MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,","9.5 hour(s),"
Creative,"Digital player / radio,","2 GB Integrated,",,"1 x Lithium polymer Rechargeable Player batteryIntegrated,","MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,","9.5 hour(s),"
Creative,"Digital player / radio,","2 GB Integrated,",,"1 x Lithium polymer Rechargeable Player batteryIntegrated,","MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,","9.5 hour(s),"
Creative,"Digital player / radio,","2 GB Integrated,",,"1 x Lithium polymer Rechargeable Player batteryIntegrated,","MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,","9.5 hour(s),"
Cowon,"Digital player / radio,","8 GB,","1.3 in,","1 x Lithium polymer Rechargeable Player batteryIntegrated,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","60 hour(s),"
Cowon,"Digital player / radio,","4 GB Integrated,","1.3 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","60 hour(s),"
Other product lines,"Digital player,","2 GB Integrated,","1.5 in,","Lithium Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","15 hour(s),"
Other product lines,"Digital player,","1 GB Integrated,",,"AAA alkaline,AAA type Standard battery,","MP3,,WMA,,WAV,","15 hour(s),"
Other product lines,"Digital player / radio,","1 GB,",,"Lithium Rechargeable Player batteryIntegrated,","MP3,,WMA,,Audible,,Protected WMA (DRM),","15 hour(s),"
Other product lines,"Digital player / radio,","2 GB,",,"Lithium Rechargeable Player batteryIntegrated,","MP3,,WMA,,Audible,,Protected WMA (DRM),","15 hour(s),"
Blue Raven Technology,,,,"Capacity,Recharge Time,Rechargeable Battery,Required Qty,Battery Enclosure Type,Technology,",,
Blue Raven Technology,,,,"Capacity,Recharge Time,Rechargeable Battery,Required Qty,Battery Enclosure Type,Technology,",,
Coby,"Digital player / radio,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,",
Coby,"Digital player / radio,","1 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,",
Coby,"Digital player / radio,","512 MB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,,Protected WMA (DRM 10),,Ogg Vorbis,",
Sony,"Digital player / radio,","2 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,ATRAC3plus,,WMA,,AAC,","50 hour(s),"
Sony,"Digital player / radio,","2 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,ATRAC3plus,,WMA,,AAC,","50 hour(s),"
Sony,"Digital player / radio,","2 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,ATRAC3plus,,WMA,,AAC,","50 hour(s),"
Creative,"Digital player,","2 GB Integrated,",,"1 x Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,Audible,,Protected WMA (DRM 9),","10 hour(s),"
SanDisk,"Digital player,","512 MB SD Memory Card,",,"AA alkaline,1 x AAA type Standard battery,","MP3,",
SanDisk,"Digital player,","512 MB SD Memory Card,",,"AA alkaline,1 x AAA type Standard battery,","MP3,",
SanDisk,"Digital player,","1 GB SD Memory Card,",,"1 x AAA type Standard battery,","MP3,","10 hour(s),"
SanDisk,"Digital player,","1 GB SD Memory Card,",,"1 x AAA type Standard battery,","MP3,","10 hour(s),"
SanDisk,"Digital player,","4 GB Integrated,","2.2 in,","Lithium ion Rechargeable,","MP3,,Protected WMA (DRM),,WMA,","12 hour(s),"
Coby Electronics,,,,"Rechargeable Battery,Capacity,Required Qty,Technology,Battery Enclosure Type,",,
Samsung,"Digital player / radio,","4 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,","25 hour(s),"
Samsung,"Digital player / radio,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,","20 hour(s),"
Samsung,"Digital player / radio,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,","20 hour(s),"
Samsung,"Digital player / radio,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,","20 hour(s),"
Other product lines,"Digital player,","2 GB Integrated,",,"1 x Alkaline AAA type Standard batteryInternal,","WAV,,MP3,,ADPCM,,WMA,","10 hour(s),"
Other product lines,"Digital player,","1 GB Integrated,",,"1 x Alkaline AAA type Standard batteryInternal,","WAV,,MP3,,ADPCM,,WMA,","10 hour(s),"
Cowon,"Digital player / radio,","4 GB Integrated,","2.5 in,","Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,","52 hour(s),"
Cowon,"Digital player / radio,","4 GB Integrated,","2.5 in,","Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,","52 hour(s),"
Cowon,"Digital player / radio,","16 GB Integrated,","2.5 in,","Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,","52 hour(s),"
Cowon,"Digital player / radio,","8 GB Integrated,","2.5 in,","Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,","52 hour(s),"
Cowon,"Digital player / radio,","2 GB Integrated,","2.5 in,","Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,","52 hour(s),"
Cowon,"Digital player / radio,","4 GB Integrated,","2.5 in,","Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,","52 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
Apple,"Digital player,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,AIFF,,Audible,,AAC,,WAV,","12 hour(s),"
iRiver,,,,"Recharge Time,Rechargeable Battery,Required Qty,Battery Life Details,Battery Enclosure Type,Technology,",,
TrekStor,"Hard drive,","12 GB,","1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","WAV,,MP3,,Protected WMA (DRM),,WMA,,FLAC,,Ogg Vorbis,","20 hour(s),"
TrekStor,"Hard drive,","8 GB,","1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","WAV,,MP3,,Protected WMA (DRM),,WMA,,FLAC,,Ogg Vorbis,","20 hour(s),"
Philips,,,,"Capacity,Recharge Time,Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
SanDisk,"Digital player / radio,","1 GB Integrated,",,"1 x Rechargeable,","MP3,,Protected WMA (DRM),,WAV,,WMA,",
SanDisk,"Digital player / radio,","2 GB Integrated,",,"1 x Rechargeable,","MP3,,Protected WMA (DRM),,WAV,,WMA,",
SanDisk,"Digital player / radio,","1 GB Integrated,",,"1 x Rechargeable,","MP3,,Protected WMA (DRM),,WAV,,WMA,",
SanDisk,"Digital player / radio,","1 GB Integrated,",,"1 x Lithium ion Rechargeable Player batteryInternal,","MP3,,Protected WMA (DRM),,WMA,,WAV,",
SanDisk,"Digital player / radio,","1 GB Integrated,",,"1 x Rechargeable,","MP3,,Protected WMA (DRM),,WAV,,WMA,",
Microsoft,"Digital player,",,"3 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","14 hour(s),"
Microsoft,"Digital player,",,"3 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","14 hour(s),"
Microsoft,"Digital player,",,"3 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","14 hour(s),"
Microsoft,"Digital player,",,"3 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","14 hour(s),"
Microsoft,"Digital player,","30 GB,","3 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,WMA,,AAC,","14 hour(s),"
Archos,,,,"Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
"Truly International Holdings, Ltd.","Digital player / radio,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MPEG 2 Audio,,WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","10 hour(s),"
"Truly International Holdings, Ltd.","Digital player / radio,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MPEG 2 Audio,,WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","10 hour(s),"
"Oakley, Inc.",,,,,,
"Oakley, Inc.",,,,,,
"Oakley, Inc.",,,,,,
"Oakley, Inc.",,,,,,
Samsung,,,,"Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Samsung,"Digital player / radio,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","30 hour(s),"
RCA,,,,"Rechargeable Battery,Battery Enclosure Type,",,
Cowon,"Digital player / radio,","4 GB Integrated,","1.3 in,","Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","22 hour(s),"
Sony,"Digital player / radio,","2 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,ATRAC3plus,,WMA,,AAC,","18 hour(s),"
Sony,"Digital player / radio,","1 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,ATRAC3plus,,WMA,,AAC,","18 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","2 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","10 hour(s),"
SanDisk,,,,"Required Qty,Technology,",,
SanDisk,"Digital player / radio,","2 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,Protected WMA (DRM),,WMA,","20 hour(s),"
SanDisk,"Digital player / radio,","4 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,Protected WMA (DRM),,WMA,","20 hour(s),"
SanDisk,"Digital player / radio,","6 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,Protected WMA (DRM),,WMA,","20 hour(s),"
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
"Sonic Impact Technologies, LLC",,,,"Capacity,Recharge Time,Rechargeable Battery,Included Qty,Battery Life Details,Technology,",,
Wolverine Data,,,,"Rechargeable Battery,Technology,Battery Enclosure Type,Capacity,Battery Life Details,Battery Life Details,",,
Wolverine Data,,,,"Rechargeable Battery,Required Qty,Technology,Battery Enclosure Type,",,
Wolverine Data,,,,"Rechargeable Battery,Capacity,Required Qty,Technology,Battery Enclosure Type,",,
Wolverine Data,,,,"Rechargeable Battery,Required Qty,Technology,Battery Enclosure Type,",,
"DogHouse Electronics, Inc.",,,,"Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
"DogHouse Electronics, Inc.",,,,"Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Apple,"Digital player,",,"2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","20 hour(s),"
Apple,"Digital player,",,"2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","14 hour(s),"
Apple,"Digital player,",,"2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","14 hour(s),"
Apple,"Digital player,",,"2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","20 hour(s),"
Apple,"Digital player,","8 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","2 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","4 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","4 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","4 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","4 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Apple,"Digital player,","4 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","24 hour(s),"
Creative,,,,"Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Creative,,,,"Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Cowon,"Digital player / radio,","2 GB Integrated,","0.9 in,","Lithium polymer Rechargeable Player batteryIntegrated,","WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,","12 hour(s),"
Samsung,"Digital player / radio,","4 GB Integrated,","1.71 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,","30 hour(s),"
Samsung,"Digital player / radio,","2 GB Integrated,","1.71 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,","30 hour(s),"
Samsung,"Digital player / radio,","1 GB Integrated,","1.71 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,WMA,","30 hour(s),"
Sony,"Digital player,","512 MB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,ATRAC3plus,,WMA,","28 hour(s),"
Sony,"Digital player,","2 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,WMA,,ATRAC3plus,","28 hour(s),"
Sony,,,,,,
Sony,"Digital player,","1 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,WMA,,ATRAC3plus,","28 hour(s),"
Sony,"Digital player,","1 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,WMA,,ATRAC3plus,","28 hour(s),"
Sony,"Digital player,","2 GB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,WMA,,ATRAC3plus,","28 hour(s),"
Archos,,,,"Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Archos,,,,"Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Kingston Technology,"Digital player / radio,","2 GB Integrated,","2 in,","Rechargeable Player battery,","WAV,,MP3,,WMA,,ASF,,Ogg Vorbis,",
Kingston Technology,"Digital player / radio,","1 GB Integrated,","2 in,","Rechargeable Player battery,","WAV,,MP3,,WMA,,ASF,,Ogg Vorbis,",
Coby,"Digital player,","128 MB Integrated,",,"1 x AAA type Standard battery,","MP3,",
Sony,"Digital player,",,,"Lithium ion Rechargeable Player battery,","MP3,,ATRAC3,,WMA,,ATRAC3plus,",
Sony,"Digital player,",,"1.5 in,","Lithium ion Rechargeable Player battery,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,AAC,","20 hour(s),"
Archos,"Digital player,",,"1.5 in,","Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,WAV,","14 hour(s),"
Archos,"Digital player,",,"1.5 in,","1 x Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,WAV,","14 hour(s),"
Archos,"Digital player,",,"1.5 in,","1 x Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,WAV,","14 hour(s),"
Other product lines,"Digital player,",,"1.5 in,","Rechargeable Player battery,","MP3,,Audible,,Protected WMA (DRM),,WMA,",
Other product lines,"Digital player,",,"1.5 in,","Rechargeable Player battery,","MP3,,Audible,,Protected WMA (DRM),,WMA,",
Creative,"Digital player,","1 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),WAV,MP3,ADPCM,WMA,Audible,","15 hour(s),"
Creative,"Digital player,","1 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),WAV,MP3,ADPCM,WMA,Audible,","15 hour(s),"
Creative,"Digital player,","2 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),WAV,MP3,ADPCM,WMA,Audible,","15 hour(s),"
Creative,"Digital player,","2 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),WAV,MP3,ADPCM,WMA,Audible,","15 hour(s),"
