ID		manufacturer		product type		digital storage		flash memory installed		diagonal size		battery		supported digital audio standards		estimated battery life
34478279		Coby		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,OGG,		12 hour(s),		
34574584		jWIN Electronics										Technology,Capacity,						
32496257		Kinamax		Digital player,				SD Memory Card,				Player battery,		MP3,				
33872339		XO Vision		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player battery,		MP3,,WMA,,APE (Monkey's Audio),,FLAC,,OGG,,WAV,				
34373360		Coby		Digital player / radio,		None,		8 GB Integrated,		2 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,		11 hour(s),		
30827042		Sony		CD / MP3 player,		None,												
30854431		Sony		CD / MP3 player with radio,		None,						AA type Standard battery,		MP3,,ATRAC3plus,,ATRAC3,		50 hour(s),		
20795143		Panasonic		CD / MP3 player with radio,		None,		No,				AA type Standard battery,				35 hour(s),		
32401452		Coby		Digital player / radio,				1 GB Integrated,		1.66 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,WAV,				
34210315		Archos		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		Rechargeable Player batteryIntegrated,		MP3,,APE (Monkey's Audio),,FLAC,,OGG,,WAV,				
34217760		XO Vision										Rechargeable Battery,Included Qty,Required Qty,Battery Enclosure Type,Technology,						
34336045		Audiovox		Digital player,				2 GB Integrated,				AAA type Standard battery,		MP3,,WMA,				
34826262		Other product lines		Digital player / radio,		None,		8 GB Integrated,		3.2 in,		Lithium polymer Rechargeable Player batteryInternal,		APE (Monkey's Audio),,WAV,,MP3,,Protected WMA (DRM),,WMA,,FLAC,,Ogg Vorbis,,AAC,				
34168085		Sony		Digital player / radio,		None,		4 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		LPCM,,MP3,,Protected WMA (DRM),,AAC,		50 hour(s),		
35021149		Creative		Digital player / radio,				8 GB Integrated,		2.4 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,ADPCM,,WMA,,FLAC,,Audible,,AAC,				
33034130		Media Street										Rechargeable Battery,						
34548397		Archos		Digital player,		None,		4 GB Integrated,		1.5 in,				APE (Monkey's Audio),,MP3,,FLAC,,WAV,		22 hour(s),		
34469267		Fitness Technologies Inc		Digital player,		None,		2 GB Integrated,				Lithium ion Rechargeable Player battery,		MP3,		8 hour(s),		
34573262		Coby		Digital player,				1 GB Integrated,				1 x AAA type Standard battery,		MP3,,WMA,		8 hour(s),		
33650915		Digital Products International		Digital player,		None,		2 GB Integrated,				0 x AAA type Standard battery,		MP3,,WMA,				
35003836		Gefen																
33968804		XO Vision		Digital player,		None,		4 GB Integrated,		3 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,				
33417079		XO Vision		Digital player,		None,		4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,				
34505020		Coby		Digital player / radio,				8 GB Integrated,		2.4 in,		Lithium polymer Rechargeable Player battery,		MP3,,WMA,,OGG,		12 hour(s),		
32058918		Coby Electronics										Rechargeable Battery,						
33417069		XO Vision		Digital player / radio,		None,		2 GB Integrated,		1.5 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,WAV,				
33562443		Coby		Digital player,		None,		1 GB Integrated,				AAA type Standard battery,		MP3,,WMA,		8 hour(s),		
34101852		Coby		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,OGG,				
33034110		Coby		Digital player / radio,				2 GB Integrated,				1 x AAA type Standard battery,		MP3,,WMA,,Protected WMA (DRM 10),				
32162518		Creative										Rechargeable Battery,Included Qty,Battery Enclosure Type,Technology,Battery Life Details,Battery Life Details,						
33332879		Microsoft		Digital player / radio,		Built-in 120 GB Hard disk drive,				3.2 in,		Lithium ion Rechargeable Player batteryIntegrated,		WMAPro,,MP3,,WMA,,Audible,,AAC,		30 hour(s),		
33894901		Sangean		Digital player / radio,								Rechargeable,		MP3,,WMA,				
33375985		SanDisk		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player battery,		MP3,				
30797033		Sony		Digital player,				512 MB Integrated,				Nickel metal hydride Rechargeable Player batteryIntegrated,		ATRAC3,,ATRAC3plus,		44 hour(s),		
33700742		Latte Communications, Inc.										Capacity,Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Technology,						
34859935		Sony		Digital player,				4 GB,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC-LC,,LPCM,		8 hour(s),		
31975508		TrekStor		Digital player,		None,		512 MB Integrated,				1 x Lithium polymer Rechargeable Player battery,		WAV,,MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,		25 hour(s),		
30826826		Sony		CD / MP3 player,								AA type Standard battery,						
31285802		Sony		CD / MP3 player with radio,								0 x AA type Standard battery,		MP3,,ATRAC3,		41 hour(s),		
33109809		Isonic		Digital player / radio,				8 GB Integrated,		1.8 in,		Rechargeable Player battery,		MP3,,WMA,,ACT,,WAV,				
33205570		Coby		Digital player / radio,		None,		512 MB Integrated,				1 x AAA type Player battery,		MP3,,WMA,,Protected WMA (DRM 10),				
33968984		XO Vision		Digital player,		None,		8 GB Integrated,		3 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,				
34216232		XO Vision										Rechargeable Battery,Included Qty,Required Qty,Battery Enclosure Type,Technology,						
34305608		Coby		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,OGG,				
34550846		Visual Land		Digital player / radio,				4 GB Integrated,				Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		20 hour(s),		
34140470		Supersonic		Digital player / radio,				4 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,				
34168092		Impecca		Digital player / radio,				4 GB Integrated,				AAA alkaline,1 x AAA type Standard battery,		MP3,,WMA,				
35056905		Other product lines		Digital player,				4 GB,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,APE (Monkey's Audio),,FLAC,		13 hour(s),		
32751294		Archos																
33131142		Apple		Digital player,		Built-in 80 GB Hard disk drive,				2.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		30 hour(s),		
33646596		XO Vision		Digital player / radio,		None,		2 GB Integrated,		1.5 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,WAV,				
33611194		Curtis Manufacturing		Digital player,		None,		1 GB Integrated,				1 x Alkaline AAA type Rechargeable Standard battery,		MP3,,WMA,				
33611196		Curtis Manufacturing		Digital player,		None,		2 GB Integrated,				1 x Alkaline AAA type Rechargeable Standard battery,		MP3,,WMA,				
33872342		XO Vision		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player battery,		MP3,,WMA,,APE (Monkey's Audio),,FLAC,,OGG,,WAV,				
34469264		Fitness Technologies Inc		Digital player,		None,		2 GB Integrated,				Lithium ion Rechargeable Player battery,		MP3,		8 hour(s),		
32554120		Coby		Digital player,				1 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,		5 hour(s),		
34861185		Other product lines		Digital player / radio,		None,		2 GB Integrated,				1 x Lithium polymer Rechargeable Player batteryInternal,		MP3,,WMA,		12 hour(s),		
34640587		Funai										Rechargeable Battery,						
34668149		XO Vision		Digital player / radio,		None,		8 GB,		1.5 in,		1 x Rechargeable Player batteryIntegrated,		MP3,,WMA,				
34300413		Coby		Digital player / radio,				8 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,				
34114724		AVerMedia																
33315843		Coby		Digital player / radio,				4 GB Integrated,		2.2 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,Protected WMA (DRM 10),,Ogg Vorbis,				
33315856		Coby		Digital player / radio,				2 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,Protected WMA (DRM 10),,Ogg Vorbis,		8 hour(s),		
34863386		Sony		Digital player,				2 GB,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC-LC,,LPCM,		8 hour(s),		
34101953		Impecca		Flash player,				4 GB,										
32038175		Other product lines		Digital player,		None,		1 GB Integrated,				AAA type Standard battery,		MP3,,ADPCM,,Protected WMA (DRM),,WMA,,WAV,		7 hour(s),		
34140458		Other product lines		Digital player / radio,		None,		4 GB Integrated,		1.5 in,		Lithium polymer Rechargeable Player batteryIntegrated,		APE (Monkey's Audio),,WAV,,MP3,,WMA,,FLAC,		24 hour(s),		
33576366		Coby		Digital player / radio,				4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MP3,,WMA,,Protected WMA (DRM 10),,Ogg Vorbis,				
33577322		Coby		Digital player / radio,				4 GB Integrated,		1.44 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MP3,,WMA,				
34162121		Mach Speed Technologies		Digital player / radio,				2 GB Integrated,				Rechargeable,						
34173316		Apple		Digital player,		None,		2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Apple Lossless,,Audible,,AAC,,WAV,		15 hour(s),		
33969885		XO Vision		Digital player,		None,		8 GB Integrated,		3 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,				
34573258		Coby		Digital player,				2 GB Integrated,				1 x AAA type Standard battery,		MP3,,WMA,		8 hour(s),		
34101909		Coby Electronics										Rechargeable Battery,Technology,Battery Enclosure Type,Capacity,Battery Life Details,						
33315823		Creative		Digital player / radio,		None,		16 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Protected WMA (DRM 10),,Audible,				
32122036		Epson										Rechargeable Battery,Technology,Battery Enclosure Type,Capacity,						
33238424		Epson										Rechargeable Battery,Technology,Battery Enclosure Type,Capacity,						
33417071		XO Vision		Digital player / radio,		None,		2 GB Integrated,		1.5 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,WAV,				
33034098		Coby		Digital player / radio,				2 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MP3,,WMA,,Protected WMA (DRM 10),		8 hour(s),		
34129864		Latte Communications		Flash player,				2 GB,										
34396503		Mach Speed Technologies		Digital player,				4 GB Integrated,		1.8 in,		Lithium ion,		MP3,,WAV,,WMA,		8 hour(s),		
33351967		Coby		Digital player / radio,		None,		4 GB Integrated,		2 in,		Rechargeable Player batteryIntegrated,		WAV,,MP3,,WMA,,Protected WMA (DRM 10),,Ogg Vorbis,				
34140478		Supersonic		Digital player / radio,				4 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,WAV,				
33498106		Centon Electronics		Digital player,				4 GB,				1 x AAA type,		MP3,				
32332329		Imation Enterprises		Digital player,		None,		1 GB Integrated,				1 x Lithium polymer Rechargeable Player batteryIntegrated,		Protected WMA (DRM),,WMA,,WAV,		12 hour(s),		
33588489		iRiver		Digital player / radio,				4 GB Integrated,		1.8 in,		Rechargeable Player battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,,Ogg Vorbis,				
33399127		Walt Disney		Digital player,		None,		512 MB Integrated,		2.2 in,		Rechargeable Player batteryIntegrated,		MP3,,WMA,,Protected WMA (DRM 10),,Protected WMA (DRM 9),		8 hour(s),		
33516382		iRiver		Digital player / radio,				2 GB Integrated,				Rechargeable Player battery,		MP3,,WMA,,ASF,,Ogg Vorbis,		11 hour(s),		
34101845		jWIN Electronics		Digital player / radio,		None,		2 GB Integrated,		1.8 in,		1 x Rechargeable Player batteryIntegrated,		MP3,,WMA,				
34580582		Other product lines		Digital player / radio,		None,		8 GB Integrated,		1.5 in,		Lithium polymer Rechargeable Player batteryIntegrated,		APE (Monkey's Audio),,WAV,,MP3,,WMA,,FLAC,		24 hour(s),		
34217249		Mustek Inc.																
32079342				CD / MP3 player with radio,										MP3,		33.0 hour(s),		
32559337		Transcend		Digital player / radio,		None,		2 GB Integrated,		1.8 in,		1 x Lithium ion Rechargeable Player battery,		WAV,,MP3,,WMA,,Protected WMA (DRM 10),		30 hour(s),		
33576650		Coby Electronics										Rechargeable Battery,Technology,Battery Enclosure Type,Capacity,Battery Life Details,						
33396953		Creative		Digital player / radio,		None,		2 GB Integrated,		2.5 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,				
33618358		Archos		Digital player / radio,		None,		8 GB,		1.8 in,		Rechargeable Player batteryInternal,		MP3,,WMA,,WAV,				
34129870		Latte Communications		Flash player,				4 GB,				Lithium polymer,				20 hour(s),		
34531823				Digital player,										WMA,MP3,Protected WMA (DRM 9),WAV,		15.0 hour(s),		
34549451		Aluratek, Inc.										Rechargeable Battery,Included Qty,Required Qty,Battery Enclosure Type,Technology,						
34426854		Noah Company																
30867209		Panasonic		CD / MP3 player,		None,						AA type Standard battery,		MP3,,WAV,,WMA,		48 hour(s),		
32179461		Other product lines		Digital player,		None,		1 GB Integrated,				AAA type Standard battery,		MP3,,ADPCM,,WMA,,WAV,		8 hour(s),		
33743145		Audiovox		Digital player / radio,				2 GB Integrated,		1.8 in,		Rechargeable Player battery,		MP3,,Protected WMA (DRM),,WMA,,AAC,		30 hour(s),		
33642348		Other product lines		Digital player / radio,		None,		8 GB Integrated,		2 in,		Lithium Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		30 hour(s),		
32783367		iRiver		Digital player / radio,				1 GB Integrated,		1 in,		AAA type Standard battery,		MP3,,WMA,,ASF,,Ogg Vorbis,		20 hour(s),		
33853959		Visual Land																
33378598		SanDisk		Digital player / radio,				1 GB Integrated,				Rechargeable Player batteryInternal,		MP3,,Protected WMA (DRM),,WMA,,Audible,				
33893056		Other product lines		Digital player,		None,		2 GB Integrated,				AAA type Standard battery,		MP3,,WMA,		10 hour(s),		
33109790		Isonic		Digital player / radio,				8 GB Integrated,		1.8 in,		Rechargeable Player battery,		MP3,,WMA,,ACT,,WAV,				
33503583		Microsoft		Digital player / radio,		Built-in 120 GB Hard disk drive,				3.2 in,		Lithium ion Rechargeable Player batteryIntegrated,		WMAPro,,MP3,,WMA,,Audible,,AAC,		30 hour(s),		
34325550		Centon Electronics		Digital player,		None,		8 GB Integrated,				1 x AAA type Standard battery,		MP3,,WMA,				
34164072		Canon																
31577010		Other product lines		Digital player / radio,		None,		512 MB Integrated,				AAA type Standard battery,		MP3,,ADPCM,,Protected WMA (DRM),,WMA,,WAV,		10 hour(s),		
33034101		Other product lines		Digital player,		None,		4 GB Integrated,		1.5 in,		Lithium Rechargeable Player batteryIntegrated,		MP3,,WMA,,Protected WMA (DRM 10),,Audible,		15 hour(s),		
33226869		Eton Corporation		Digital player / radio,				1 GB Integrated,				0 x AA type Standard battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,				
33516444		iRiver		Digital player / radio,				2 GB Integrated,				Rechargeable Player battery,		MP3,,WMA,,ASF,,Ogg Vorbis,		11 hour(s),		
33576556		Coby		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player battery,		WAV,,MP3,,WMA,		8 hour(s),		
33576571		Coby Electronics										Rechargeable Battery,Technology,Battery Enclosure Type,Capacity,Battery Life Details,						
33577378		Coby		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player battery,		MP3,,WMA,		5 hour(s),		
33892978		jWIN Electronics		Digital player,				2 GB Integrated,				AAA type Standard battery,		MP3,,WMA,				
33968529		XO Vision		Digital player,		None,		8 GB Integrated,		3 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,				
34300814		Other product lines		Digital player,				8 GB Integrated,		2 in,		Lithium ion Rechargeable Player battery,		MP3,,WMA,		7 hour(s),		
34419886		Digital Products International		Digital player,		None,		2 GB Integrated,				AAA type Standard battery,		MP3,,WMA,		8 hour(s),		
34531771		Other product lines		Digital player,				4 GB Integrated,				Rechargeable Player battery,		MP3,,WMA,,Protected WMA (DRM 9),,WAV,		15 hour(s),		
34468998				Digital player,										MP3,		8.0 hour(s),		
34568633		SanDisk		Digital player / radio,				4 GB Integrated,		1 in,		Rechargeable Player batteryInternal,		MP3,,Protected WMA (DRM),,WMA,,FLAC,,OGG,		15 hour(s),		
34573187		Mach Speed Technologies Inc										Rechargeable Battery,Included Qty,Required Qty,Technology,						
34101970		Impecca		Digital player / radio,				2 GB Integrated,		1.8 in,		Rechargeable Player battery,		MP3,,WMA,				
34118349		Ematic		Flash player,				4 GB,		3.0 in,		Lithium polymer,						
34548713		Visual Land		Digital player / radio,				4 GB Integrated,		2.4 in,		Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		6 hour(s),		
32144870		Sony		Digital player,		None,		512 MB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,ATRAC3,,ATRAC3plus,,WMA,		28 hour(s),		
34557691		Visual Land		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		3.5 hour(s),		
31283711		Sony		CD / MP3 player,								AA type Standard battery,				41 hour(s),		
34916177		Digital Products International		Digital player,				8 GB,		2 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,WAV,		5 hour(s),		
34567966		JVC																
33003490				Digital player / radio,										Protected WMA (DRM),Audible,WMA,MP3,		19.0 hour(s),		
32401442												Rechargeable Battery,Technology,						
32655111				Digital player / radio,										MP3,WMA,Protected WMA (DRM),WAV,				
33264797				Digital player,										WAV,AIFF,AAC,MP3,Audible,		12.0 hour(s),		
32305867		Centon Electronics		Digital player,				2 GB Integrated,				AAA type Standard battery,		MP3,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,,ACT,,WAV,		10 hour(s),		
33872541		Coby		Digital player / radio,				2 GB Integrated,				1 x AAA type Standard battery,		MP3,,WMA,,Protected WMA (DRM 10),		8 hour(s),		
34101893		Impecca		Flash player,				4 GB,										
34140474		Supersonic		Digital player / radio,				4 GB Integrated,		1.8 in,		Rechargeable Player batteryIntegrated,		MP3,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,WAV,				
34531871		Other product lines		Digital player,				4 GB Integrated,				Rechargeable Player battery,		MP3,,WMA,,Protected WMA (DRM 9),,WAV,		15 hour(s),		
34557870		Visual Land		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		3.5 hour(s),		
32307498		jWIN Electronics		Digital player / radio,		None,		256 MB Integrated,				AAA type Standard battery,		MP3,,ADPCM,,Protected WMA (DRM),,WMA,		10 hour(s),		
32400495		Other product lines		Digital player,		None,		512 MB Integrated,				1 x AAA type Standard battery,		MP3,,WMA,,WAV,				
33604632		Coby		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player battery,		WAV,,MP3,,WMA,		8 hour(s),		
33109798		Isonic		Digital player / radio,				8 GB Integrated,		1.8 in,		Rechargeable Player battery,		MP3,,WMA,,ACT,,WAV,				
34481951		Coby		Digital player / radio,		None,		8 GB,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,OGG,		12 hour(s),		
31389622		Panasonic		CD / MP3 player with radio,								AA type Standard battery,						
31971769		TrekStor		Digital player,		None,		512 MB Integrated,				1 x Lithium polymer Rechargeable Player battery,		WAV,,MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,		25 hour(s),		
33607642		Visual Land		Digital player / radio,				2 GB Integrated,		1 in,		1 x Rechargeable Player batteryIntegrated,		MP3,,WMA,		10 hour(s),		
33781824		JVC																
34453101		Mach Speed Technologies Inc										Rechargeable Battery,						
34687954		Pyle Audio																
33785886		Argosy Research Inc.																
34498354		SanDisk		Digital player / radio,				4 GB Integrated,		1 in,		Rechargeable Player batteryInternal,		MP3,,Protected WMA (DRM),,WMA,,FLAC,,Audible,,Ogg Vorbis,		15 hour(s),		
34498361		SanDisk		Digital player / radio,				2 GB Integrated,		1 in,		Rechargeable Player batteryInternal,		MP3,,Protected WMA (DRM),,WMA,,FLAC,,Audible,,Ogg Vorbis,		15 hour(s),		
32528367		iRiver		Digital player / radio,		None,		256 MB Integrated,		1.2 in,		Lithium ion Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,Ogg Vorbis,		35 hour(s),		
33577413		Coby Electronics										Rechargeable Battery,Technology,Battery Enclosure Type,Capacity,Battery Life Details,						
33396935				Digital player / radio,						2.4 in,				MP3,WAV,WMA,		8.0 hour(s),		
33438652		iRiver		Digital player / radio,				2 GB Integrated,				Rechargeable Player battery,		MP3,,WMA,,ASF,,Ogg Vorbis,		11 hour(s),		
32179346		Other product lines		Digital player / radio,				512 MB Integrated,				Lithium ion Rechargeable Player battery,		WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,,ASF,		10 hour(s),		
33515947		iRiver		Digital player / radio,				4 GB Integrated,				Rechargeable Player battery,		MP3,,WMA,,ASF,,Ogg Vorbis,		11 hour(s),		
33196892		Imation Enterprises		Digital player,				2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM 10),,WMA,		12 hour(s),		
33872340		XO Vision		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player battery,		MP3,,WMA,,APE (Monkey's Audio),,FLAC,,OGG,,WAV,				
34451077		Visual Land		Digital player / radio,				2 GB Integrated,		2.4 in,		Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		6 hour(s),		
35000799		Coby		Digital player / radio,				2 GB,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,				
33315825		Coby		Digital player / radio,				2 GB Integrated,		1.66 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,Protected WMA (DRM 10),		8 hour(s),		
31204359		MSI Computer Corp.		Flash player,		None,		256 MB Integrated,				1 x Lithium ion Rechargeable Player battery,		MP3,,WMA,,WAV,		12 hour(s),		
33776985		Imation Enterprises		Digital player,				1 GB Integrated,		2.2 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,WAV,				
33378619		SanDisk		Digital player / radio,				4 GB Integrated,				Rechargeable Player batteryInternal,		MP3,,Protected WMA (DRM),,WMA,,Audible,				
34857826		Sony		Digital player,		None,		2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,AAC,		11 hour(s),		
35022172		Transcend		Digital player / radio,		None,		4 GB Integrated,		1 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		WAV,,MP3,,ADPCM,,WMA,,FLAC,,Protected WMA (DRM 10),		12 hour(s),		
34482463		Audiovox		Digital player / radio,				8 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player battery,		MP3,,WMA,,Protected WMA (DRM 9),		30 hour(s),		
31265508		Other product lines		Mini CD / MP3 player,								2 x Nickel metal hydride AAA type Rechargeable Standard battery,						
33399501		XO Vision		Digital player / radio,		None,		2 GB Integrated,		1.5 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,WAV,				
33618361		Coby		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player battery,		MP3,,WMA,		5 hour(s),		
34173377		Apple		Digital player,		None,		8 GB Integrated,		3.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		40 hour(s),		
34070749		Cirago International Ltd.																
34410630		JOBO Fototechnic, Inc.										Rechargeable Battery,Included Qty,Battery Enclosure Type,Technology,Capacity,						
35072932		Visual Land		Digital player / radio,				8 GB,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		4 hour(s),		
34505023		Coby		Digital player / radio,				4 GB Integrated,		2.4 in,		Lithium polymer Rechargeable Player battery,		MP3,,WMA,,OGG,		12 hour(s),		
30643813		Other product lines		Digital player / radio,		None,		256 MB Integrated,				1 x AAA type Standard battery,		MP3,,WMA,				
32028502		Other product lines		Digital player / radio,		None,		128 MB Integrated,				AAA type Standard battery,		MP3,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,WAV,		10 hour(s),		
32591879		SanDisk		Digital player / radio,		None,		2 GB Integrated,				1 x Lithium ion Rechargeable Player batteryInternal,		MP3,,Protected WMA (DRM),,WMA,,WAV,				
32591892		SanDisk		Digital player / radio,		None,		1 GB Integrated,				1 x Lithium ion Rechargeable Player batteryInternal,		MP3,,Protected WMA (DRM),,WMA,,WAV,				
32922644				Digital player,		None,		512 MB Integrated,		1.5 in,		1 x Lithium polymer Rechargeable Player battery,		MP3,,WMA,,Protected WMA (DRM 9),,WAV,				
33365796																		
33109839		Isonic		Digital player / radio,				2 GB Integrated,		1.8 in,		Rechargeable Player battery,		MP3,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ACT,,WAV,				
33196893		Imation Enterprises		Digital player,				2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM 10),,WMA,		12 hour(s),		
34301201		Coby		Digital player / radio,		None,		8 GB Integrated,		2 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,		11 hour(s),		
34371868		Coby		Digital player / radio,		None,		4 GB Integrated,		2 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,		11 hour(s),		
34550803		Visual Land		Digital player / radio,				4 GB Integrated,				Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		20 hour(s),		
34557736		Visual Land		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		3.5 hour(s),		
34173472		Apple		Digital player,		None,		2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Apple Lossless,,Audible,,AAC,,WAV,		15 hour(s),		
34433185		Haier America Trading, L.L.C.		Digital player / radio,				2 GB,		1 in,		Lithium polymer Rechargeable Integrated,		MP3,,Protected WMA (DRM 10),				
31620061		Coby		Digital player,		None,		256 MB Integrated,				AAA type Standard battery,		MP3,,WMA,				
30603179		Digitalway Inc.		Digital player / radio,		None,		128 MB Integrated,				1 x AAA type Standard battery,		MPEG 2.5 Audio,,MPEG 2 Audio,,MP3,,ADPCM,,WMA,,ASF,		11 hour(s),		
31508356		Panasonic		CD / MP3 player with radio,														
33417072		XO Vision		Digital player / radio,		None,		2 GB Integrated,		1.5 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,WAV,				
