ID		manufacturer		product type		digital storage		flash memory installed		diagonal size		battery		supported digital audio standards		estimated battery life
32740050		Oakley		Sunglasses with digital player,		None,		512 MB Integrated,				Rechargeable Player battery,		MP3,,Protected WMA (DRM 9),,AAC,,WAV,,WMA,		7 hour(s),		
32740047		Oakley		Sunglasses with digital player,		None,		1 GB Integrated,				Rechargeable Player battery,		MP3,,Protected WMA (DRM 9),,AAC,,WAV,,WMA,		7 hour(s),		
32740048		Oakley		Sunglasses with digital player,		None,		1 GB Integrated,				Rechargeable Player battery,		MP3,,Protected WMA (DRM 9),,AAC,,WAV,,WMA,		7 hour(s),		
32820894		Microsoft		Digital player / radio,		Built-in 80 GB Hard disk drive,				3.2 in,		Lithium ion Rechargeable Player batteryIntegrated,		WMAPro,,MP3,,WMA,,Audible,,AAC,		24 hour(s),		
32638989		Microsoft		Digital player / radio,		Built-in 80 GB Hard disk drive,				3.2 in,		Lithium ion Rechargeable Player batteryIntegrated,		WMAPro,,MP3,,WMA,,Audible,,AAC,		24 hour(s),		
32588459		Samsung		Digital player / radio,		None,		8 GB Integrated,		3 in,		Lithium polymer Rechargeable Player battery,		MP3,,WMA,		30 hour(s),		
32640974		Samsung		Digital player / radio,		None,		4 GB Integrated,		3 in,		Lithium polymer Rechargeable Player battery,		AAC,,MP3,,WMA,		30 hour(s),		
32637211		Samsung		Digital player / radio,		None,		4 GB Integrated,		3 in,		Lithium polymer Rechargeable Player battery,		AAC,,MP3,,WMA,		30 hour(s),		
32783117		Samsung		Digital player / radio,		None,		4 GB Integrated,		3 in,		Lithium polymer Rechargeable Player battery,		WMA,,AAC,,MP3,		30 hour(s),		
32587951		Archos		Digital player,		None,		2 GB Integrated,		1.8 in,				MP3,,Protected WMA (DRM),,PCM,,WAV,,WMA,				
32587772		Archos		Digital player,		None,		2 GB Integrated,		1.8 in,				MP3,,Protected WMA (DRM),,PCM,,WAV,,WMA,				
32594340		Archos		Digital player,		None,		2 GB Integrated,		1.8 in,				MP3,,Protected WMA (DRM),,PCM,,WAV,,WMA,				
32598270		SanDisk		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		Internal,1 x Lithium polymer Rechargeable Player battery,		MP3,				
32598271		SanDisk		Digital player / radio,		None,		16 GB Integrated,		2.4 in,		Internal,1 x Lithium polymer Rechargeable Player battery,		MP3,				
33032919		SanDisk		Digital player / radio,		None,		32 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player battery,		MP3,,WMA,,AAC,,WAV,		35 hour(s),		
32514872		Imation Enterprises		Digital player / radio,				4 GB Integrated,		1.8 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		Protected WMA (DRM),,WMA,,WAV,		20 hour(s),		
32640582		Trevor Baylis Brands PLC		Digital player / radio,				1 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryInternal,		MP3,,WMA,,ASF,,Ogg Vorbis,,WAV,		20 hour(s),		
32588380		SanDisk		Digital player / radio,				2 GB Integrated,				Rechargeable Player batteryInternal,		Audible,,FLAC,,MP3,,Ogg Vorbis,,WMA,,WMA DRM,				
32577901		SanDisk		Digital player / radio,				1 GB Integrated,				Rechargeable Player batteryInternal,		WMA DRM,				
33389688		SanDisk		Digital player / radio,				8 GB Integrated,				1 x Lithium ion Rechargeable Player battery,Internal,		MP3,,WMA,,Audible,,WMA DRM,,FLAC,,Ogg Vorbis,				
32577902		SanDisk		Digital player / radio,				2 GB Integrated,				Rechargeable Player batteryInternal,		Audible,,MP3,,WMA,,WMA DRM,,Ogg Vorbis,,FLAC,		15 hour(s),		
32876083		SanDisk		Digital player / radio,				4 GB Integrated,				Rechargeable Player batteryInternal,		Audible,,FLAC,,WMA,,WMA DRM,,Ogg Vorbis,,MP3,				
32577904		SanDisk		Digital player / radio,				2 GB Integrated,				Rechargeable Player batteryInternal,		Audible,,FLAC,,MP3,,Ogg Vorbis,,WMA,,WMA DRM,				
32577903		SanDisk		Digital player / radio,				2 GB Integrated,				Rechargeable Player batteryInternal,		FLAC,,Audible,,MP3,,WMA DRM,,WMA,,Ogg Vorbis,				
32589075		Toshiba		Digital player,		None,		4 GB Integrated,		2.4 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		16 hour(s),		
32589076		Toshiba		Digital player,		None,		4 GB Integrated,		2.4 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		16 hour(s),		
32589077		Toshiba		Digital player,		None,		4 GB Integrated,		2.4 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		16 hour(s),		
32593871		Sony		Digital player,		None,		4 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,Protected WMA (DRM 10),,AAC,,PCM,		33 hour(s),		
32589001		Sony		Digital player,		None,		2 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		AAC,,MP3,,PCM,,WMA,,Protected WMA (DRM 10),		33 hour(s),		
32595956		Apple		Digital player,		None,		16 GB Integrated,		3.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		22 hour(s),		
32595958		Apple		Digital player,		None,		8 GB Integrated,		3.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		22 hour(s),		
32851723		Apple		Digital player,		None,		32 GB Integrated,		3.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		22 hour(s),		
32589080		Creative		Digital player / radio,		None,		16 GB Integrated,		2.5 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,				
32589082		Creative		Digital player / radio,		None,		4 GB Integrated,		2.5 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,				
32853777		Creative		Digital player / radio,		None,		32 GB Integrated,		2.5 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,				
32589081		Creative		Digital player / radio,		None,		8 GB Integrated,		2.5 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,				
32824134		Creative		Digital player / radio,		None,		2 GB Integrated,		2.5 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,				
32595955		Apple		Digital player,		Built-in 80 GB Hard disk drive,				2.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		30 hour(s),		
32595957		Apple		Digital player,		Built-in 160 GB Hard disk drive,				2.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		40 hour(s),		
32595973		Apple		Digital player,		Built-in 160 GB Hard disk drive,				2.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		40 hour(s),		
32595972		Apple		Digital player,		Built-in 80 GB Hard disk drive,				2.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		30 hour(s),		
32595954		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
32595966		Apple		Digital player,		None,		4 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
32595968		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
32595969		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
32595970		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
32595967		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
32825565		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
32575960		Archos										Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32590782		Archos										Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32477557		Archos										Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32477556		Archos										Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32553702		Archos										Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32574819		Archos										Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32575533		Samsung		Digital player / radio,		None,		2 GB Integrated,		1 in,		Lithium polymer Rechargeable Player battery,		MP3,,WMA,,Ogg Vorbis,		15 hour(s),		
32569167		Samsung		Digital player / radio,		None,		2 GB Integrated,		1 in,		Lithium polymer Rechargeable Player battery,		MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,		15 hour(s),		
32569166		Samsung		Digital player / radio,		None,		2 GB Integrated,		1 in,		Lithium polymer Rechargeable Player battery,		MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,		15 hour(s),		
32569165		Samsung		Digital player / radio,		None,		2 GB Integrated,		1 in,		Lithium polymer Rechargeable Player battery,		MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,		15 hour(s),		
32569163		Samsung		Digital player / radio,		None,		2 GB Integrated,		1 in,		Lithium polymer Rechargeable Player battery,		MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,		15 hour(s),		
32556470		Koss Corp.		Digital player,		None,		512 MB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,				
32563626		Toshiba		Digital player / radio,				2 GB Integrated,		1.1 in,		Rechargeable Player battery,		MP3,,WMA,,WAV,		20 hour(s),		
32563627		Toshiba		Digital player / radio,				2 GB Integrated,		1.1 in,		Rechargeable Player battery,		MP3,,WMA,,WAV,		20 hour(s),		
32392984		Other product lines		Digital player / radio,		None,		4 GB Integrated,		2.2 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		WAV,,MP3,,ADPCM,,WMA,				
32564556		Other product lines		Digital player / radio,		None,		2 GB Integrated,		2.2 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		WAV,,MP3,,ADPCM,,WMA,				
32559328		TrekStor		Digital player / radio,		None,		2 GB Integrated,		1.7 in,		1 x Lithium polymer Rechargeable Player battery,		Protected WMA (DRM 9),,WAV,,MP3,,WMA,		12 hour(s),		
32452878		TrekStor		Digital player / radio,		None,		2 GB Integrated,		1.7 in,		1 x Lithium polymer Rechargeable Player battery,		WAV,,MP3,,WMA,		10 hour(s),		
32559330		TrekStor		Digital player / radio,		None,		1 GB Integrated,		1.7 in,		1 x Lithium polymer Rechargeable Player battery,		Protected WMA (DRM 9),,WAV,,MP3,,WMA,		12 hour(s),		
32452890		TrekStor		Digital player / radio,		None,		1 GB Integrated,		1.7 in,		1 x Lithium polymer Rechargeable Player battery,		WAV,,MP3,,WMA,		10 hour(s),		
32477563		Creative		Digital player / radio,		None,		2 GB Integrated,				1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,		9.5 hour(s),		
32477561		Creative		Digital player / radio,		None,		2 GB Integrated,				1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,		9.5 hour(s),		
32477566		Creative		Digital player / radio,		None,		2 GB Integrated,				1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,		9.5 hour(s),		
32477565		Creative		Digital player / radio,		None,		2 GB Integrated,				1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,		9.5 hour(s),		
32477562		Creative		Digital player / radio,		None,		2 GB Integrated,				1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,		9.5 hour(s),		
32477564		Creative		Digital player / radio,		None,		2 GB Integrated,				1 x Lithium polymer Rechargeable Player batteryIntegrated,		MP3,ADPCM,WMA,Audible,Protected WMA (DRM 9),WAV,		9.5 hour(s),		
32515729		Cowon		Digital player / radio,				8 GB,		1.3 in,		1 x Lithium polymer Rechargeable Player batteryIntegrated,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		60 hour(s),		
32491087		Cowon		Digital player / radio,				4 GB Integrated,		1.3 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		60 hour(s),		
32422435		Other product lines		Digital player,				2 GB Integrated,		1.5 in,		Lithium Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
32473779		Other product lines		Digital player,		None,		1 GB Integrated,				AAA alkaline,AAA type Standard battery,		MP3,,WMA,,WAV,		15 hour(s),		
32473769		Other product lines		Digital player / radio,		None,		1 GB,				Lithium Rechargeable Player batteryIntegrated,		MP3,,WMA,,Audible,,Protected WMA (DRM),		15 hour(s),		
32473778		Other product lines		Digital player / radio,		None,		2 GB,				Lithium Rechargeable Player batteryIntegrated,		MP3,,WMA,,Audible,,Protected WMA (DRM),		15 hour(s),		
32465575		Blue Raven Technology										Capacity,Recharge Time,Rechargeable Battery,Required Qty,Battery Enclosure Type,Technology,						
32465576		Blue Raven Technology										Capacity,Recharge Time,Rechargeable Battery,Required Qty,Battery Enclosure Type,Technology,						
32466873		Coby		Digital player / radio,				2 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,				
32401479		Coby		Digital player / radio,				1 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,				
32466874		Coby		Digital player / radio,		None,		512 MB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,Protected WMA (DRM 10),,Ogg Vorbis,				
32111531		Sony		Digital player / radio,		None,		2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,ATRAC3,,ATRAC3plus,,WMA,,AAC,		50 hour(s),		
32111536		Sony		Digital player / radio,		None,		2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,ATRAC3,,ATRAC3plus,,WMA,,AAC,		50 hour(s),		
32111534		Sony		Digital player / radio,		None,		2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,ATRAC3,,ATRAC3plus,,WMA,,AAC,		50 hour(s),		
32434996		Creative		Digital player,		None,		2 GB Integrated,				1 x Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,Audible,,Protected WMA (DRM 9),		10 hour(s),		
32417460		SanDisk		Digital player,		None,		512 MB SD Memory Card,				AA alkaline,1 x AAA type Standard battery,		MP3,				
32417472		SanDisk		Digital player,		None,		512 MB SD Memory Card,				AA alkaline,1 x AAA type Standard battery,		MP3,				
32553970		SanDisk		Digital player,		None,		1 GB SD Memory Card,				1 x AAA type Standard battery,		MP3,		10 hour(s),		
32554299		SanDisk		Digital player,		None,		1 GB SD Memory Card,				1 x AAA type Standard battery,		MP3,		10 hour(s),		
32313153		SanDisk		Digital player,		None,		4 GB Integrated,		2.2 in,		Lithium ion Rechargeable,		MP3,,Protected WMA (DRM),,WMA,		12 hour(s),		
32391034		Coby Electronics										Rechargeable Battery,Capacity,Required Qty,Technology,Battery Enclosure Type,						
32328744		Samsung		Digital player / radio,				4 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,		25 hour(s),		
32327725		Samsung		Digital player / radio,				2 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,		20 hour(s),		
32384238		Samsung		Digital player / radio,				2 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,		20 hour(s),		
32384413		Samsung		Digital player / radio,				2 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,		20 hour(s),		
32334118		Other product lines		Digital player,		None,		2 GB Integrated,				1 x Alkaline AAA type Standard batteryInternal,		WAV,,MP3,,ADPCM,,WMA,		10 hour(s),		
32159898		Other product lines		Digital player,		None,		1 GB Integrated,				1 x Alkaline AAA type Standard batteryInternal,		WAV,,MP3,,ADPCM,,WMA,		10 hour(s),		
32309446		Cowon		Digital player / radio,		None,		4 GB Integrated,		2.5 in,		Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,		52 hour(s),		
32492446		Cowon		Digital player / radio,		None,		4 GB Integrated,		2.5 in,		Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,		52 hour(s),		
33255955		Cowon		Digital player / radio,		None,		16 GB Integrated,		2.5 in,		Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,		52 hour(s),		
32748727		Cowon		Digital player / radio,		None,		8 GB Integrated,		2.5 in,		Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,		52 hour(s),		
32309444		Cowon		Digital player / radio,		None,		2 GB Integrated,		2.5 in,		Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,		52 hour(s),		
32331210		Cowon		Digital player / radio,		None,		4 GB Integrated,		2.5 in,		Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,FLAC,,Ogg Vorbis,		52 hour(s),		
32069562		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
33264849		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
33264717		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32327282		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32595960		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32595963		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32595962		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32595953		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32327281		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32864598		Apple		Digital player,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32327280		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32864514		Apple		Digital player,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32864483		Apple		Digital player,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32595961		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32896940		Apple		Digital player,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32327279		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
33264747		Apple		Digital player,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
33264757		Apple		Digital player,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
33264819		Apple		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
33264862		Apple		Digital player,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32864774		Apple		Digital player,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,AIFF,,Audible,,AAC,,WAV,		12 hour(s),		
32207019		iRiver										Recharge Time,Rechargeable Battery,Required Qty,Battery Life Details,Battery Enclosure Type,Technology,						
32203781		TrekStor		Hard drive,		Built-in 12 GB Hard disk drive,		12 GB,		1.5 in,		1 x Lithium ion Rechargeable Player batteryInternal,		WAV,,MP3,,Protected WMA (DRM),,WMA,,FLAC,,Ogg Vorbis,		20 hour(s),		
32203780		TrekStor		Hard drive,		Built-in 8 GB Hard disk drive,		8 GB,		1.5 in,		1 x Lithium ion Rechargeable Player batteryInternal,		WAV,,MP3,,Protected WMA (DRM),,WMA,,FLAC,,Ogg Vorbis,		20 hour(s),		
31940395		Philips										Capacity,Recharge Time,Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32078922		SanDisk		Digital player / radio,		None,		1 GB Integrated,				1 x Rechargeable,		MP3,,Protected WMA (DRM),,WAV,,WMA,				
32078916		SanDisk		Digital player / radio,		None,		2 GB Integrated,				1 x Rechargeable,		MP3,,Protected WMA (DRM),,WAV,,WMA,				
32483528		SanDisk		Digital player / radio,		None,		1 GB Integrated,				1 x Rechargeable,		MP3,,Protected WMA (DRM),,WAV,,WMA,				
32788165		SanDisk		Digital player / radio,		None,		1 GB Integrated,				1 x Lithium ion Rechargeable Player batteryInternal,		MP3,,Protected WMA (DRM),,WMA,,WAV,				
32592112		SanDisk		Digital player / radio,		None,		1 GB Integrated,				1 x Rechargeable,		MP3,,Protected WMA (DRM),,WAV,,WMA,				
32068976		Microsoft		Digital player,		Built-in 30 GB Hard disk drive,				3 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		14 hour(s),		
32103045		Microsoft		Digital player,		Built-in 30 GB Hard disk drive,				3 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		14 hour(s),		
32102769		Microsoft		Digital player,		Built-in 30 GB Hard disk drive,				3 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		14 hour(s),		
32413454		Microsoft		Digital player,		Built-in 30 GB Hard disk drive,				3 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		14 hour(s),		
32491082		Microsoft		Digital player,		Built-in 30 GB Hard disk drive,		30 GB,		3 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		14 hour(s),		
32027902		Archos										Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32143269		Truly International Holdings, Ltd.		Digital player / radio,		None,		2 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MPEG 2 Audio,,WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		10 hour(s),		
32138934		Truly International Holdings, Ltd.		Digital player / radio,		None,		2 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MPEG 2 Audio,,WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		10 hour(s),		
32136308		Oakley, Inc.																
32136305		Oakley, Inc.																
32135439		Oakley, Inc.																
32136306		Oakley, Inc.																
32100135		Samsung										Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32100136		Samsung		Digital player / radio,				2 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		30 hour(s),		
31813542		RCA										Rechargeable Battery,Battery Enclosure Type,						
32492467		Cowon		Digital player / radio,		None,		4 GB Integrated,		1.3 in,		Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		22 hour(s),		
31985389		Sony		Digital player / radio,		None,		2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,ATRAC3,,ATRAC3plus,,WMA,,AAC,		18 hour(s),		
31985380		Sony		Digital player / radio,		None,		1 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,ATRAC3,,ATRAC3plus,,WMA,,AAC,		18 hour(s),		
32110108		Hyun Won America (MobiBLU)		Digital player / radio,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		10 hour(s),		
32110111		Hyun Won America (MobiBLU)		Digital player / radio,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		10 hour(s),		
32110110		Hyun Won America (MobiBLU)		Digital player / radio,		None,		2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		10 hour(s),		
